Bottom Elev (ft),Top Elev (ft),Trail Name,Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
9324.0,9826.0,Tom's Trace,499.0,double-black,Aspen Snowmass,2164.7999999999997,0.23050628233555065
10774.0,11037.0,West Face,262.0,double-black,Aspen Snowmass,844.8000000000001,0.31013257575757575
9124.0,10531.0,Wildcat,1407.0,double-black,Aspen Snowmass,5068.8,0.27758049242424243
9432.0,10610.0,Zugspitze,1178.0,double-black,Aspen Snowmass,3695.9999999999995,0.31872294372294374
11316.0,12520.0,AMF,1204.0,double-black,Aspen Snowmass,5174.4,0.2326839826839827
10725.0,11375.0,Baby Ruth,650.0,double-black,Aspen Snowmass,1795.2,0.3620766488413547
10459.0,11339.0,Big Spruce,879.0,double-black,Aspen Snowmass,2217.6,0.3963744588744589
10299.0,10840.0,Cassidy's,541.0,double-black,Aspen Snowmass,1214.4,0.44548748353096174
10226.0,12434.0,Cirque Headwall,2208.0,double-black,Aspen Snowmass,1.59,1388.6792452830189
10358.0,11050.0,Cookies,692.0,double-black,Aspen Snowmass,2376.0,0.29124579124579125
10518.0,10919.0,Dikes,400.0,double-black,Aspen Snowmass,1795.2,0.22281639928698752
10049.0,10479.0,Double Black Traverse,430.0,double-black,Aspen Snowmass,3801.6,0.11311026936026937
10876.0,12169.0,East Wall #1,1293.0,double-black,Aspen Snowmass,4382.4,0.2950438116100767
11755.0,12192.0,East Wall #2,436.0,double-black,Aspen Snowmass,1795.2,0.2428698752228164
10210.0,10522.0,Glade One,312.0,double-black,Aspen Snowmass,844.8000000000001,0.36931818181818177
10177.0,10427.0,Glade Three,249.0,double-black,Aspen Snowmass,459.0,0.5424836601307189
10194.0,10512.0,Glade Two,315.0,double-black,Aspen Snowmass,633.6,0.4971590909090909
11066.0,11765.0,Gowdy's,702.0,double-black,Aspen Snowmass,2112.0,0.33238636363636365
10049.0,10843.0,Hang On's,794.0,double-black,Aspen Snowmass,2481.6,0.3199548678272083
10584.0,11056.0,Hanging Valley Glades,472.0,double-black,Aspen Snowmass,1372.8,0.34382284382284384
11385.0,11821.0,Headwall,436.0,double-black,Aspen Snowmass,1161.6,0.37534435261707993
11109.0,11444.0,KT Guly,335.0,double-black,Aspen Snowmass,792.0,0.42297979797979796
10315.0,11063.0,Lower Ladder,751.0,double-black,Aspen Snowmass,3379.2000000000003,0.22224195075757575
10607.0,11706.0,Possible,1099.0,double-black,Aspen Snowmass,3168.0,0.34690656565656564
11345.0,12054.0,Roberto's,709.0,double-black,Aspen Snowmass,2745.6,0.258231351981352
10528.0,10951.0,Rock Island,423.0,double-black,Aspen Snowmass,686.4,0.6162587412587412
10351.0,10919.0,Strawberry Patch,568.0,double-black,Aspen Snowmass,1478.4,0.38419913419913415
11083.0,11578.0,Upper Ladder,495.0,double-black,Aspen Snowmass,844.8000000000001,0.5859375
10535.0,11332.0,Valley Valley,797.0,double-black,Aspen Snowmass,2164.7999999999997,0.3681633407243164
10515.0,11165.0,Wall One,650.0,double-black,Aspen Snowmass,1267.2,0.5129419191919192
10364.0,11066.0,Wall Two,702.0,double-black,Aspen Snowmass,1742.4,0.40289256198347106
10157.0,10551.0,Waters,397.0,double-black,Aspen Snowmass,950.4,0.4177188552188552
10515.0,10587.0,Weird Woods,72.0,double-black,Aspen Snowmass,465.0,0.15483870967741936
10233.0,11342.0,Willy's,1112.0,double-black,Aspen Snowmass,2745.6,0.40501165501165504
8898.0,9026.0,Lowdown Park,128.0,double-black,Aspen Snowmass,739.2,0.17316017316017315
9029.0,9219.0,Makaha Park,190.0,double-black,Aspen Snowmass,633.6,0.29987373737373735
9262.0,9593.0,Snowmass Park and Superpipe,331.0,double-black,Aspen Snowmass,1320.0,0.25075757575757573
4009.0,4111.0,Bunny Hill,102.0,green,Bald Mountain,454.0,0.22466960352422907
4222.0,4222.0,Easy Out,3.0,green,Bald Mountain,475.0,0.00631578947368421
3763.0,4219.0,Lower West Boundary Road,453.0,green,Bald Mountain,3062.3999999999996,0.14792319749216304
4114.0,4380.0,Road,266.0,green,Bald Mountain,4276.8,0.062196034418256635
3776.0,4042.0,Sunshine,266.0,green,Bald Mountain,1478.4,0.1799242424242424
3766.0,3996.0,The Gut,230.0,green,Bald Mountain,1478.4,0.15557359307359306
4229.0,4383.0,Upper West Boundary Road,151.0,green,Bald Mountain,1372.8,0.1099941724941725
4055.0,4380.0,Cowlick,325.0,green,Bald Mountain,1320.0,0.24621212121212122
3914.0,3947.0,Cross Over Road,33.0,green,Bald Mountain,528.0,0.0625
4160.0,4373.0,Face,213.0,green,Bald Mountain,633.6,0.33617424242424243
4242.0,4350.0,Grunny's Knob,112.0,green,Bald Mountain,407.0,0.2751842751842752
3819.0,3944.0,Pikers Peak,125.0,green,Bald Mountain,844.8000000000001,0.14796401515151514
3829.0,3947.0,Allen Alley,121.0,green,Bald Mountain,633.6,0.1909722222222222
4039.0,4216.0,Bonsai,174.0,green,Bald Mountain,477.0,0.36477987421383645
3960.0,4078.0,Cliff's Trail,118.0,green,Bald Mountain,441.0,0.2675736961451247
4075.0,4088.0,Meadow,13.0,green,Bald Mountain,580.8,0.022382920110192838
3924.0,4039.0,Play Pen,118.0,green,Bald Mountain,528.0,0.22348484848484848
4232.0,4377.0,Powder Pull,144.0,green,Bald Mountain,430.0,0.33488372093023255
3996.0,4131.0,Roller Coster,131.0,green,Bald Mountain,633.6,0.2067550505050505
4121.0,4347.0,Slingshot,226.0,green,Bald Mountain,897.6,0.2517825311942959
4098.0,4383.0,Spring,285.0,green,Bald Mountain,1056.0,0.26988636363636365
4009.0,4111.0,Bunny Hill,102.0,blue,Bald Mountain,454.0,0.22466960352422907
4222.0,4222.0,Easy Out,3.0,blue,Bald Mountain,475.0,0.00631578947368421
3763.0,4219.0,Lower West Boundary Road,453.0,blue,Bald Mountain,3062.3999999999996,0.14792319749216304
4114.0,4380.0,Road,266.0,blue,Bald Mountain,4276.8,0.062196034418256635
3776.0,4042.0,Sunshine,266.0,blue,Bald Mountain,1478.4,0.1799242424242424
3766.0,3996.0,The Gut,230.0,blue,Bald Mountain,1478.4,0.15557359307359306
4229.0,4383.0,Upper West Boundary Road,151.0,blue,Bald Mountain,1372.8,0.1099941724941725
4055.0,4380.0,Cowlick,325.0,blue,Bald Mountain,1320.0,0.24621212121212122
3914.0,3947.0,Cross Over Road,33.0,blue,Bald Mountain,528.0,0.0625
4160.0,4373.0,Face,213.0,blue,Bald Mountain,633.6,0.33617424242424243
4242.0,4350.0,Grunny's Knob,112.0,blue,Bald Mountain,407.0,0.2751842751842752
3819.0,3944.0,Pikers Peak,125.0,blue,Bald Mountain,844.8000000000001,0.14796401515151514
3829.0,3947.0,Allen Alley,121.0,blue,Bald Mountain,633.6,0.1909722222222222
4039.0,4216.0,Bonsai,174.0,blue,Bald Mountain,477.0,0.36477987421383645
3960.0,4078.0,Cliff's Trail,118.0,blue,Bald Mountain,441.0,0.2675736961451247
4075.0,4088.0,Meadow,13.0,blue,Bald Mountain,580.8,0.022382920110192838
3924.0,4039.0,Play Pen,118.0,blue,Bald Mountain,528.0,0.22348484848484848
4232.0,4377.0,Powder Pull,144.0,blue,Bald Mountain,430.0,0.33488372093023255
3996.0,4131.0,Roller Coster,131.0,blue,Bald Mountain,633.6,0.2067550505050505
4121.0,4347.0,Slingshot,226.0,blue,Bald Mountain,897.6,0.2517825311942959
4098.0,4383.0,Spring,285.0,blue,Bald Mountain,1056.0,0.26988636363636365
4009.0,4111.0,Bunny Hill,102.0,black,Bald Mountain,454.0,0.22466960352422907
4222.0,4222.0,Easy Out,3.0,black,Bald Mountain,475.0,0.00631578947368421
3763.0,4219.0,Lower West Boundary Road,453.0,black,Bald Mountain,3062.3999999999996,0.14792319749216304
4114.0,4380.0,Road,266.0,black,Bald Mountain,4276.8,0.062196034418256635
3776.0,4042.0,Sunshine,266.0,black,Bald Mountain,1478.4,0.1799242424242424
3766.0,3996.0,The Gut,230.0,black,Bald Mountain,1478.4,0.15557359307359306
4229.0,4383.0,Upper West Boundary Road,151.0,black,Bald Mountain,1372.8,0.1099941724941725
4055.0,4380.0,Cowlick,325.0,black,Bald Mountain,1320.0,0.24621212121212122
3914.0,3947.0,Cross Over Road,33.0,black,Bald Mountain,528.0,0.0625
4160.0,4373.0,Face,213.0,black,Bald Mountain,633.6,0.33617424242424243
4242.0,4350.0,Grunny's Knob,112.0,black,Bald Mountain,407.0,0.2751842751842752
3819.0,3944.0,Pikers Peak,125.0,black,Bald Mountain,844.8000000000001,0.14796401515151514
3829.0,3947.0,Allen Alley,121.0,black,Bald Mountain,633.6,0.1909722222222222
4039.0,4216.0,Bonsai,174.0,black,Bald Mountain,477.0,0.36477987421383645
3960.0,4078.0,Cliff's Trail,118.0,black,Bald Mountain,441.0,0.2675736961451247
4075.0,4088.0,Meadow,13.0,black,Bald Mountain,580.8,0.022382920110192838
3924.0,4039.0,Play Pen,118.0,black,Bald Mountain,528.0,0.22348484848484848
4232.0,4377.0,Powder Pull,144.0,black,Bald Mountain,430.0,0.33488372093023255
3996.0,4131.0,Roller Coster,131.0,black,Bald Mountain,633.6,0.2067550505050505
4121.0,4347.0,Slingshot,226.0,black,Bald Mountain,897.6,0.2517825311942959
4098.0,4383.0,Spring,285.0,black,Bald Mountain,1056.0,0.26988636363636365
8025.0,8238.0,Anderson Way,213.0,green,Beaver Creek,3854.4,0.05526151930261519
8501.0,8547.0,Bear Paw,43.0,green,Beaver Creek,897.6,0.04790552584670232
8855.0,9856.0,Beaver Creek Mountain Expressway,1004.0,green,Beaver Creek,1.79,560.8938547486033
8360.0,8944.0,Bedstraw,584.0,green,Beaver Creek,4276.8,0.13655069210624765
10610.0,11201.0,Booth Gardens,591.0,green,Beaver Creek,3326.4,0.17766955266955267
9531.0,9685.0,Bridle,154.0,green,Beaver Creek,1320.0,0.11666666666666667
8274.0,8383.0,Bucharoo Bowl,108.0,green,Beaver Creek,686.4,0.15734265734265734
7986.0,8159.0,Charter Skiway,174.0,green,Beaver Creek,2481.6,0.07011605415860735
8173.0,10892.0,Cinch,2720.0,green,Beaver Creek,5.53,491.86256781193487
8491.0,8520.0,Cold Snap,30.0,green,Beaver Creek,897.6,0.03342245989304813
8179.0,9505.0,Dally,1325.0,green,Beaver Creek,2.64,501.8939393939394
8901.0,8921.0,Easy Come Easy Go,20.0,green,Beaver Creek,387.0,0.05167958656330749
8307.0,8517.0,Everkrisp,213.0,green,Beaver Creek,1900.8,0.11205808080808081
8894.0,9239.0,Ford's Way,344.0,green,Beaver Creek,2428.8,0.1416337285902503
8215.0,8465.0,Hay Meadow,249.0,green,Beaver Creek,1584.0,0.1571969696969697
7917.0,8238.0,Holden's Skiway,318.0,green,Beaver Creek,1795.2,0.17713903743315507
8123.0,9557.0,Intertwine,1434.0,green,Beaver Creek,2.03,706.4039408866996
9272.0,9383.0,Lamplighter,115.0,green,Beaver Creek,1267.2,0.09075126262626262
7507.0,8114.0,Leav The Beav,607.0,green,Beaver Creek,1.13,537.1681415929204
8278.0,8497.0,Legacy,217.0,green,Beaver Creek,1584.0,0.1369949494949495
7411.0,8960.0,Little Brave,1549.0,green,Beaver Creek,1.64,944.5121951219513
8471.0,8717.0,Lower Gold Dust,246.0,green,Beaver Creek,1161.6,0.21177685950413225
9121.0,9856.0,Lower Primrose,735.0,green,Beaver Creek,1.68,437.5
8527.0,9032.0,Maverick,505.0,green,Beaver Creek,3273.6,0.1542644183773216
9029.0,9268.0,Meander,236.0,green,Beaver Creek,2270.4,0.10394644115574347
11178.0,11368.0,Mystic Island,190.0,green,Beaver Creek,950.4,0.1999158249158249
7415.0,9121.0,Piece O' Cake,1706.0,green,Beaver Creek,2.69,634.2007434944238
10630.0,11273.0,Piney,643.0,green,Beaver Creek,3484.8,0.18451561065197428
10423.0,11394.0,Powell,968.0,green,Beaver Creek,1.0,968.0
10610.0,11401.0,Red Buffalo,787.0,green,Beaver Creek,5068.8,0.15526357323232323
7858.0,8182.0,Rhubarb Skiway,325.0,green,Beaver Creek,3009.6,0.10798777246145667
7664.0,7746.0,Ridgepoint Skiway,82.0,green,Beaver Creek,1795.2,0.04567736185383244
8153.0,8389.0,Saddleridge Way,240.0,green,Beaver Creek,3432.0,0.06993006993006994
8117.0,9429.0,Sawbuck,1312.0,green,Beaver Creek,1.3,1009.2307692307692
8320.0,9026.0,Second Chance,705.0,green,Beaver Creek,4224.0,0.1669034090909091
10407.0,10600.0,Sheephorn Escape,194.0,green,Beaver Creek,1320.0,0.14696969696969697
10686.0,11178.0,Sheephorn Skills Zone,492.0,green,Beaver Creek,2692.8,0.18270944741532977
8993.0,9206.0,Solitaire,213.0,green,Beaver Creek,1161.6,0.18336776859504134
10801.0,11398.0,Solitude,600.0,green,Beaver Creek,3801.6,0.15782828282828285
8114.0,9413.0,Stirrup,1296.0,green,Beaver Creek,1.9,682.1052631578948
8940.0,9554.0,Upper Cabin Fever,617.0,green,Beaver Creek,3590.4,0.17184714795008912
10725.0,11394.0,Upper Centennial,673.0,green,Beaver Creek,3907.2,0.17224610974610977
8806.0,8950.0,Via Vito,144.0,green,Beaver Creek,1108.8,0.12987012987012989
7841.0,8343.0,Wampum Skiway,502.0,green,Beaver Creek,4593.6,0.10928247997213514
8258.0,8789.0,1876,535.0,green,Beaver Creek,1531.1999999999998,0.3493991640543365
8356.0,8973.0,Assay,617.0,green,Beaver Creek,2059.2000000000003,0.2996309246309246
9564.0,9941.0,Barrel Stave,377.0,green,Beaver Creek,1478.4,0.25500541125541126
8323.0,9318.0,Bear Trap,991.0,green,Beaver Creek,3854.4,0.2571087588210876
8678.0,9984.0,Bitterroot,1306.0,green,Beaver Creek,1.45,900.6896551724138
8904.0,9209.0,Bluebell,305.0,green,Beaver Creek,1584.0,0.19255050505050506
7992.0,8675.0,Borders Loop,682.0,green,Beaver Creek,4065.6,0.16774891774891776
8553.0,8862.0,Borders Skiway,305.0,green,Beaver Creek,792.0,0.3851010101010101
7999.0,8294.0,Borders-Pines-Chateau Skiway,295.0,green,Beaver Creek,1689.6000000000001,0.17459753787878787
9797.0,10203.0,C Prime,407.0,green,Beaver Creek,2164.7999999999997,0.18800813008130085
9242.0,9459.0,Corkscrew,217.0,green,Beaver Creek,950.4,0.22832491582491582
8701.0,9537.0,Coyote Glade,837.0,green,Beaver Creek,2956.8,0.2830762987012987
7969.0,8068.0,Creekside Skiway,98.0,green,Beaver Creek,1742.4,0.05624426078971533
7448.0,9121.0,Cresta,1677.0,green,Beaver Creek,1.44,1164.5833333333335
8701.0,9049.0,Crossbow,348.0,green,Beaver Creek,1636.8,0.2126099706744868
8753.0,8914.0,Dally Alley,164.0,green,Beaver Creek,686.4,0.23892773892773894
7989.0,8481.0,Elkhorn Skiway,495.0,green,Beaver Creek,3326.4,0.1488095238095238
8035.0,8192.0,Gee,157.0,green,Beaver Creek,490.0,0.32040816326530613
8796.0,9117.0,Gold Rush,322.0,green,Beaver Creek,1003.2,0.3209728867623604
7539.0,9016.0,Golden Bear,1473.0,green,Beaver Creek,1.13,1303.5398230088497
8458.0,9557.0,Grubstake,1099.0,green,Beaver Creek,3907.2,0.2812755937755938
8461.0,9557.0,Gunder's,1096.0,green,Beaver Creek,4065.6,0.2695789059425423
8048.0,8343.0,Haw,295.0,green,Beaver Creek,844.8000000000001,0.34919507575757575
8166.0,8671.0,Homerun,505.0,green,Beaver Creek,1900.8,0.26567760942760943
10741.0,11339.0,Jack Rabbit Alley,597.0,green,Beaver Creek,3484.8,0.17131542699724517
8855.0,10358.0,Larkspur,1503.0,green,Beaver Creek,1.11,1354.054054054054
8688.0,9957.0,Latigo,1273.0,green,Beaver Creek,4910.400000000001,0.25924568263277936
8114.0,8930.0,Lower Cabin Fever,817.0,green,Beaver Creek,4118.400000000001,0.19837801087801085
8182.0,9298.0,Lower Centennial,1115.0,green,Beaver Creek,4065.6,0.27425226288862653
8120.0,8455.0,Lower President Ford's,335.0,green,Beaver Creek,1478.4,0.22659632034632032
10151.0,10269.0,Lower Sheephorn,118.0,green,Beaver Creek,739.2,0.15963203463203463
8130.0,8612.0,Lower Stacker,482.0,green,Beaver Creek,2006.4,0.24023125996810207
8110.0,8386.0,Lower Wapiti,276.0,green,Beaver Creek,1372.8,0.20104895104895107
9354.0,9682.0,Lower Yarrow,328.0,green,Beaver Creek,1478.4,0.22186147186147184
7887.0,9058.0,McCoy's Skiway,1171.0,green,Beaver Creek,4804.8,0.2437146187146187
10715.0,10994.0,Mystic Maze,282.0,green,Beaver Creek,1425.6000000000001,0.1978114478114478
9334.0,9511.0,Overshot,177.0,green,Beaver Creek,1689.6000000000001,0.10475852272727272
8068.0,8130.0,Oxford Skiway,62.0,green,Beaver Creek,844.8000000000001,0.0733901515151515
8917.0,9229.0,Paint Brush,312.0,green,Beaver Creek,1689.6000000000001,0.18465909090909088
8560.0,9121.0,Pow Wow,561.0,green,Beaver Creek,3115.2,0.18008474576271188
8878.0,10213.0,Redtail,1335.0,green,Beaver Creek,4857.6,0.2748270750988142
8140.0,8652.0,Roughlock,512.0,green,Beaver Creek,2587.2,0.19789734075448362
7995.0,8691.0,Settler's Way,696.0,green,Beaver Creek,2640.0,0.2636363636363636
8514.0,8875.0,Springtooth,364.0,green,Beaver Creek,1795.2,0.20276292335115864
9393.0,10171.0,Stone Creek Meadows,778.0,green,Beaver Creek,3432.0,0.2266899766899767
8720.0,9888.0,Upper Gold Dust,1168.0,green,Beaver Creek,4065.6,0.28728846910665096
9869.0,10358.0,Upper Primrose,489.0,green,Beaver Creek,5121.599999999999,0.09547797563261481
8734.0,9121.0,Upper Wapiti,387.0,green,Beaver Creek,1847.9999999999998,0.20941558441558444
9931.0,10210.0,Upper West Fall Road,279.0,green,Beaver Creek,792.0,0.3522727272727273
9055.0,10089.0,Upper Harrier,1030.0,green,Beaver Creek,3432.0,0.30011655011655014
11073.0,11404.0,Zoom Room,331.0,green,Beaver Creek,2481.6,0.13338168923275306
8635.0,9229.0,4 Get About It,594.0,green,Beaver Creek,1847.9999999999998,0.32142857142857145
9406.0,10033.0,Addy's,623.0,green,Beaver Creek,1689.6000000000001,0.36872632575757575
8392.0,8901.0,Bootleg,509.0,green,Beaver Creek,1320.0,0.3856060606060606
8176.0,9104.0,Buckboard,928.0,green,Beaver Creek,3273.6,0.28347996089931576
9767.0,10410.0,Cataract,643.0,green,Beaver Creek,1847.9999999999998,0.347943722943723
9442.0,10167.0,Double Diamond,725.0,green,Beaver Creek,2217.6,0.32693001443001446
7526.0,7828.0,Flint,302.0,green,Beaver Creek,1108.8,0.27236652236652237
9088.0,9488.0,Fool's Gold,400.0,green,Beaver Creek,1161.6,0.34435261707988984
9327.0,10213.0,Helmut's,886.0,green,Beaver Creek,3326.4,0.26635401635401634
9970.0,10331.0,Keller Glade,361.0,green,Beaver Creek,1003.2,0.3598484848484848
9472.0,10089.0,Kestral,617.0,green,Beaver Creek,1689.6000000000001,0.36517518939393934
9232.0,10167.0,Loco,935.0,green,Beaver Creek,2376.0,0.39351851851851855
8904.0,9682.0,Lower Golden Eagle,778.0,green,Beaver Creek,2481.6,0.31350741457124437
9324.0,9829.0,Lower Goshawk,505.0,green,Beaver Creek,1478.4,0.3415854978354978
8530.0,9055.0,Lower Harrier,522.0,green,Beaver Creek,1267.2,0.4119318181818182
9754.0,9925.0,Lower West Fall Road,171.0,green,Beaver Creek,2745.6,0.062281468531468535
10095.0,10315.0,Lupine,220.0,green,Beaver Creek,435.0,0.5057471264367817
9314.0,10725.0,Middle Centennial,1411.0,green,Beaver Creek,1.03,1369.9029126213593
8402.0,8717.0,Middle Wapiti,315.0,green,Beaver Creek,1003.2,0.31399521531100477
8412.0,9167.0,Moonshine,751.0,green,Beaver Creek,2587.2,0.2902752009894867
10184.0,10823.0,No Name run,640.0,green,Beaver Creek,3590.4,0.17825311942959002
8793.0,9839.0,President Ford's,1050.0,green,Beaver Creek,4118.400000000001,0.2549533799533799
8993.0,9997.0,Ptarmigan,1001.0,green,Beaver Creek,2428.8,0.41213768115942023
8907.0,10407.0,Raven Ridge,1499.0,green,Beaver Creek,4540.8,0.3301180408738548
9370.0,10499.0,Ripsaw,1129.0,green,Beaver Creek,4171.2,0.2706655159186805
10174.0,10623.0,Royal Elk Glade,449.0,green,Beaver Creek,1108.8,0.40494227994227994
9019.0,10682.0,Ruffed Grouse,1667.0,green,Beaver Creek,4276.8,0.38977740366629254
9780.0,10272.0,S.Star,492.0,green,Beaver Creek,1056.0,0.4659090909090909
9685.0,10696.0,Screech Owl,1010.0,green,Beaver Creek,3748.7999999999997,0.2694195475885617
9682.0,10420.0,Spider,738.0,green,Beaver Creek,2217.6,0.3327922077922078
8862.0,9610.0,Stacker,748.0,green,Beaver Creek,1847.9999999999998,0.4047619047619048
8704.0,10075.0,Stickline,1371.0,green,Beaver Creek,4593.6,0.2984587251828631
9508.0,10007.0,Three Tree Gully,499.0,green,Beaver Creek,1900.8,0.2625210437710438
8737.0,9787.0,Thresher Glade,1053.0,green,Beaver Creek,3907.2,0.269502457002457
7697.0,8553.0,Tomahawk,853.0,green,Beaver Creek,3379.2000000000003,0.2524266098484848
10279.0,10673.0,Upper Sheephorn,394.0,green,Beaver Creek,1267.2,0.3109217171717172
9685.0,10246.0,Upper Yarrow,561.0,green,Beaver Creek,1425.6000000000001,0.3935185185185185
9531.0,9961.0,Web,427.0,green,Beaver Creek,1372.8,0.3110431235431236
9026.0,10577.0,Bald Eagle,1552.0,green,Beaver Creek,3907.2,0.3972153972153972
9537.0,9888.0,Black Bear Glade,348.0,green,Beaver Creek,686.4,0.506993006993007
9052.0,9905.0,Falcon Park,850.0,green,Beaver Creek,1584.0,0.5366161616161617
9806.0,10059.0,Heads Up,253.0,green,Beaver Creek,1214.4,0.20833333333333331
9393.0,9872.0,Lower Stone Creek,479.0,green,Beaver Creek,3801.6,0.12599957912457913
8950.0,10135.0,Osprey,1184.0,green,Beaver Creek,3326.4,0.35594035594035595
8865.0,10991.0,Peregrine,2126.0,green,Beaver Creek,1.13,1881.41592920354
9682.0,11112.0,Upper Golden Eagle,1430.0,green,Beaver Creek,3854.4,0.3710045662100456
9843.0,10846.0,Upper Goshawk,1004.0,green,Beaver Creek,2323.2,0.43216253443526176
9882.0,10846.0,Upper Stone Creek,965.0,green,Beaver Creek,4118.400000000001,0.23431429681429677
11286.0,11355.0,Park 101,69.0,green,Beaver Creek,470.0,0.14680851063829786
8025.0,8238.0,Anderson Way,213.0,blue,Beaver Creek,3854.4,0.05526151930261519
8501.0,8547.0,Bear Paw,43.0,blue,Beaver Creek,897.6,0.04790552584670232
8855.0,9856.0,Beaver Creek Mountain Expressway,1004.0,blue,Beaver Creek,1.79,560.8938547486033
8360.0,8944.0,Bedstraw,584.0,blue,Beaver Creek,4276.8,0.13655069210624765
10610.0,11201.0,Booth Gardens,591.0,blue,Beaver Creek,3326.4,0.17766955266955267
9531.0,9685.0,Bridle,154.0,blue,Beaver Creek,1320.0,0.11666666666666667
8274.0,8383.0,Bucharoo Bowl,108.0,blue,Beaver Creek,686.4,0.15734265734265734
7986.0,8159.0,Charter Skiway,174.0,blue,Beaver Creek,2481.6,0.07011605415860735
8173.0,10892.0,Cinch,2720.0,blue,Beaver Creek,5.53,491.86256781193487
8491.0,8520.0,Cold Snap,30.0,blue,Beaver Creek,897.6,0.03342245989304813
8179.0,9505.0,Dally,1325.0,blue,Beaver Creek,2.64,501.8939393939394
8901.0,8921.0,Easy Come Easy Go,20.0,blue,Beaver Creek,387.0,0.05167958656330749
8307.0,8517.0,Everkrisp,213.0,blue,Beaver Creek,1900.8,0.11205808080808081
8894.0,9239.0,Ford's Way,344.0,blue,Beaver Creek,2428.8,0.1416337285902503
8215.0,8465.0,Hay Meadow,249.0,blue,Beaver Creek,1584.0,0.1571969696969697
7917.0,8238.0,Holden's Skiway,318.0,blue,Beaver Creek,1795.2,0.17713903743315507
8123.0,9557.0,Intertwine,1434.0,blue,Beaver Creek,2.03,706.4039408866996
9272.0,9383.0,Lamplighter,115.0,blue,Beaver Creek,1267.2,0.09075126262626262
7507.0,8114.0,Leav The Beav,607.0,blue,Beaver Creek,1.13,537.1681415929204
8278.0,8497.0,Legacy,217.0,blue,Beaver Creek,1584.0,0.1369949494949495
7411.0,8960.0,Little Brave,1549.0,blue,Beaver Creek,1.64,944.5121951219513
8471.0,8717.0,Lower Gold Dust,246.0,blue,Beaver Creek,1161.6,0.21177685950413225
9121.0,9856.0,Lower Primrose,735.0,blue,Beaver Creek,1.68,437.5
8527.0,9032.0,Maverick,505.0,blue,Beaver Creek,3273.6,0.1542644183773216
9029.0,9268.0,Meander,236.0,blue,Beaver Creek,2270.4,0.10394644115574347
11178.0,11368.0,Mystic Island,190.0,blue,Beaver Creek,950.4,0.1999158249158249
7415.0,9121.0,Piece O' Cake,1706.0,blue,Beaver Creek,2.69,634.2007434944238
10630.0,11273.0,Piney,643.0,blue,Beaver Creek,3484.8,0.18451561065197428
10423.0,11394.0,Powell,968.0,blue,Beaver Creek,1.0,968.0
10610.0,11401.0,Red Buffalo,787.0,blue,Beaver Creek,5068.8,0.15526357323232323
7858.0,8182.0,Rhubarb Skiway,325.0,blue,Beaver Creek,3009.6,0.10798777246145667
7664.0,7746.0,Ridgepoint Skiway,82.0,blue,Beaver Creek,1795.2,0.04567736185383244
8153.0,8389.0,Saddleridge Way,240.0,blue,Beaver Creek,3432.0,0.06993006993006994
8117.0,9429.0,Sawbuck,1312.0,blue,Beaver Creek,1.3,1009.2307692307692
8320.0,9026.0,Second Chance,705.0,blue,Beaver Creek,4224.0,0.1669034090909091
10407.0,10600.0,Sheephorn Escape,194.0,blue,Beaver Creek,1320.0,0.14696969696969697
10686.0,11178.0,Sheephorn Skills Zone,492.0,blue,Beaver Creek,2692.8,0.18270944741532977
8993.0,9206.0,Solitaire,213.0,blue,Beaver Creek,1161.6,0.18336776859504134
10801.0,11398.0,Solitude,600.0,blue,Beaver Creek,3801.6,0.15782828282828285
8114.0,9413.0,Stirrup,1296.0,blue,Beaver Creek,1.9,682.1052631578948
8940.0,9554.0,Upper Cabin Fever,617.0,blue,Beaver Creek,3590.4,0.17184714795008912
10725.0,11394.0,Upper Centennial,673.0,blue,Beaver Creek,3907.2,0.17224610974610977
8806.0,8950.0,Via Vito,144.0,blue,Beaver Creek,1108.8,0.12987012987012989
7841.0,8343.0,Wampum Skiway,502.0,blue,Beaver Creek,4593.6,0.10928247997213514
8258.0,8789.0,1876,535.0,blue,Beaver Creek,1531.1999999999998,0.3493991640543365
8356.0,8973.0,Assay,617.0,blue,Beaver Creek,2059.2000000000003,0.2996309246309246
9564.0,9941.0,Barrel Stave,377.0,blue,Beaver Creek,1478.4,0.25500541125541126
8323.0,9318.0,Bear Trap,991.0,blue,Beaver Creek,3854.4,0.2571087588210876
8678.0,9984.0,Bitterroot,1306.0,blue,Beaver Creek,1.45,900.6896551724138
8904.0,9209.0,Bluebell,305.0,blue,Beaver Creek,1584.0,0.19255050505050506
7992.0,8675.0,Borders Loop,682.0,blue,Beaver Creek,4065.6,0.16774891774891776
8553.0,8862.0,Borders Skiway,305.0,blue,Beaver Creek,792.0,0.3851010101010101
7999.0,8294.0,Borders-Pines-Chateau Skiway,295.0,blue,Beaver Creek,1689.6000000000001,0.17459753787878787
9797.0,10203.0,C Prime,407.0,blue,Beaver Creek,2164.7999999999997,0.18800813008130085
9242.0,9459.0,Corkscrew,217.0,blue,Beaver Creek,950.4,0.22832491582491582
8701.0,9537.0,Coyote Glade,837.0,blue,Beaver Creek,2956.8,0.2830762987012987
7969.0,8068.0,Creekside Skiway,98.0,blue,Beaver Creek,1742.4,0.05624426078971533
7448.0,9121.0,Cresta,1677.0,blue,Beaver Creek,1.44,1164.5833333333335
