Name,Bottom (ft),Top (ft),Vertical Drop (ft),Length (mi),URL,difficulty,resort_name,distance,metric,Average Steepness
  Union Gap ,11188 ft,11539 ft,351,0.35 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.35,mi,0.18993506493506496
  Upper Sluice ,11398 ft,11568 ft,171,474 ft,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.08977272727272727,ft,0.36075949367088606
  West Encore ,11257 ft,11542 ft,289,0.25 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.25,mi,0.21893939393939393
  Windsong ,10476 ft,11549 ft,1073,0.9 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.9,mi,0.2257996632996633
  17 Glade ,10738 ft,11414 ft,676,0.36 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.36,mi,0.35563973063973064
  Alicante ,11371 ft,11913 ft,541,0.32 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.32,mi,0.3201941287878788
  Bariloche ,11880 ft,12274 ft,394,0.23 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.23,mi,0.32444005270092224
  Bee Traverse ,9708 ft,10115 ft,407,0.46 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.46,mi,0.16757246376811594
  Boardwalk ,12169 ft,12303 ft,135,0.17 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.17,mi,0.15040106951871657
  Brennan's Grin ,11237 ft,11942 ft,705,0.48 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.48,mi,0.27817234848484845
  Cabin Chute ,10548 ft,11631 ft,1083,0.82 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.82,mi,0.2501385809312639
  Cache Glades ,11024 ft,11365 ft,341,0.14 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.14,mi,0.4613095238095238
  CDL's Trail 20 ,11280 ft,11995 ft,715,0.44 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.44,mi,0.30776515151515155
  Colman's Retreat ,11211 ft,12018 ft,807,0.58 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.58,mi,0.2635188087774295
  Endeavor ,11562 ft,12014 ft,453,0.22 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.22,mi,0.38997933884297525
  Far East ,9793 ft,11302 ft,1509,0.91 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.91,mi,0.31406093906093907
  Far West ,11506 ft,12057 ft,551,0.35 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.35,mi,0.2981601731601732
  Formidable ,9820 ft,10892 ft,1073,0.59 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.59,mi,0.34444016435541863
  Gold Digger ,11385 ft,11896 ft,512,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.2938475665748393
  Golden Crest ,11486 ft,12175 ft,689,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.39543158861340677
  Hallelujah ,11289 ft,11841 ft,551,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.3162304866850321
  Hallelujah Ridge ,11870 ft,12313 ft,440,0.39 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.39,mi,0.21367521367521364
  Hallelujah Traverse ,11453 ft,11854 ft,400,0.56 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.56,mi,0.13528138528138528
  Highline ,10581 ft,11614 ft,1033,0.58 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.58,mi,0.33731713688610243
  Hodson's Cut ,10548 ft,11608 ft,1060,0.71 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.71,mi,0.28275714895433207
  Indian Ridge ,11401 ft,11608 ft,207,457 ft,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.0865530303030303,ft,0.45295404814004375
  Julie's Vision ,11490 ft,12198 ft,712,0.36 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.36,mi,0.37457912457912457
  Kaboom ,11381 ft,12139 ft,758,0.56 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.56,mi,0.2563582251082251
  Lillie G ,11175 ft,12198 ft,1024,0.6 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.6,mi,0.32323232323232326
  Lillie G Traverse ,12198 ft,12310 ft,112,0.29 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.29,mi,0.07314524555903867
  Little Trees ,11555 ft,11880 ft,325,0.12 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.12,mi,0.5129419191919192
  Looking Glass ,11106 ft,11690 ft,584,0.23 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.23,mi,0.48089591567852435
  Lower Enchanted Forest ,11220 ft,11516 ft,299,0.26 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.26,mi,0.2178030303030303
  Marvin Garden ,11775 ft,12142 ft,367,0.16 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.16,mi,0.43442234848484845
  Matchless ,11490 ft,12251 ft,761,0.44 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.44,mi,0.3275654269972452
  Mine Dump ,11188 ft,11900 ft,712,0.5 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.5,mi,0.2696969696969697
  Ore Deal ,9793 ft,10617 ft,823,0.44 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.44,mi,0.35425275482093666
  Overlode ,9780 ft,10778 ft,997,0.57 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.57,mi,0.3312732589048379
  Park Place ,11824 ft,12113 ft,289,0.12 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.12,mi,0.45612373737373735
  Rattler ,11316 ft,11903 ft,587,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.3368916437098255
  Revenge ,11375 ft,12116 ft,741,0.54 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.54,mi,0.25989057239057234
  Rosi's Run ,9711 ft,10830 ft,1119,0.68 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.68,mi,0.3116644385026738
  Sail Away Glade ,10715 ft,11033 ft,318,0.24 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.24,mi,0.25094696969696967
  Sawtooth ,10551 ft,11591 ft,1040,0.61 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.61,mi,0.32290114257327374
  Six Shooter ,11745 ft,12251 ft,502,0.25 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.25,mi,0.3803030303030303
  Slip Not ,11145 ft,11680 ft,535,0.22 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.22,mi,0.46057162534435264
  Spaulding Ridge ,12041 ft,12267 ft,226,0.23 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.23,mi,0.18610013175230566
  Too Much ,9803 ft,11480 ft,1677,0.97 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.97,mi,0.3274367385192128
  Treble Cliff ,9780 ft,10397 ft,617,0.35 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.35,mi,0.33387445887445893
  Triple Treat ,9793 ft,11467 ft,1673,0.95 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.95,mi,0.3335326953748006
  Union Meadows ,11877 ft,11982 ft,105,0.14 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.14,mi,0.14204545454545453
  Union Peak ,11680 ft,12257 ft,577,0.27 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.27,mi,0.4047418630751964
  Ute Overlook ,11148 ft,11624 ft,476,0.21 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.21,mi,0.42929292929292934
  Atlantic Cornice ,11624 ft,11985 ft,364,0.16 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.16,mi,0.4308712121212121
  Black Bear Glade ,9948 ft,10689 ft,741,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.4252754820936639
  Boulderado ,11152 ft,12228 ft,1076,0.47 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.47,mi,0.4335912314635719
  Bradley's Plunge ,11588 ft,12215 ft,623,0.29 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.29,mi,0.4068704284221526
  Buffalo Stampede ,11378 ft,11850 ft,472,0.28 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.28,mi,0.31926406926406925
  Buzzard's Alley ,11480 ft,12198 ft,722,0.54 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.54,mi,0.2532267115600449
  Calendar Chute ,11788 ft,12238 ft,453,0.2 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.2,mi,0.4289772727272727
  Cornice Chute ,11768 ft,12254 ft,486,0.22 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.22,mi,0.41838842975206614
  Curecanti ,11467 ft,12169 ft,699,0.37 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.37,mi,0.3578009828009828
  Denverite ,11234 ft,11788 ft,554,0.27 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.27,mi,0.3886083052749719
  Double Zero ,11608 ft,11982 ft,377,0.19 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.19,mi,0.3757974481658692
  Drain Pipe ,11621 ft,11955 ft,335,0.16 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.16,mi,0.39654356060606055
  Falcon Alley ,11752 ft,12254 ft,499,0.19 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.19,mi,0.497408293460925
  Free Fall Glade ,9882 ft,10679 ft,797,0.41 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.41,mi,0.3681633407243164
  Iron Mask ,11722 ft,12188 ft,466,0.25 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.25,mi,0.353030303030303
  Lallarookn ,11949 ft,12182 ft,233,0.3 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.3,mi,0.14709595959595959
  Pacific Cornice ,11667 ft,12047 ft,381,0.18 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.18,mi,0.4008838383838384
  Patrol Chute ,11785 ft,12251 ft,463,0.2 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.2,mi,0.4384469696969697
  Ram's Run ,11253 ft,11818 ft,568,0.28 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.28,mi,0.38419913419913415
  Resolution Bowl ,11608 ft,11932 ft,325,0.15 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.15,mi,0.41035353535353536
  Schaeffer's ,11601 ft,12218 ft,614,0.28 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.28,mi,0.4153138528138528
  So Fine ,11739 ft,12149 ft,407,0.17 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.17,mi,0.4534313725490196
  Summit Stash ,11860 ft,12208 ft,348,0.18 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.18,mi,0.3661616161616162
  The Springs ,11191 ft,11854 ft,666,0.32 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.32,mi,0.39417613636363635
  Triple Zero ,11614 ft,11975 ft,361,0.15 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.15,mi,0.45580808080808083
  Upper Enchanted Forest ,11539 ft,11736 ft,194,0.18 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.18,mi,0.20412457912457913
  Valentine's ,11152 ft,11798 ft,646,0.28 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.28,mi,0.43695887445887444
  Western Slope ,11608 ft,12251 ft,643,0.26 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.26,mi,0.4683857808857809
  13' Pipe ,10686 ft,10781 ft,95,0.16 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.16,mi,0.1124526515151515
  Alliroo Alley ,11056 ft,11476 ft,420,0.49 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.49,mi,0.16233766233766234
  Central Park ,10367 ft,10594 ft,230,0.2 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.2,mi,0.2178030303030303
  Green Acres ,9751 ft,9797 ft,46,442 ft,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.08371212121212121,ft,0.10407239819004525
  Playground ,10213 ft,10607 ft,397,0.33 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.33,mi,0.22784664830119375
  Superpipe ,9793 ft,10033 ft,240,0.16 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-green,green,copper-mountain-resort,0.16,mi,0.28409090909090906
  Bridgeway ,9806 ft,9961 ft,157,0.15 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-blue,blue,copper-mountain-resort,0.15,mi,0.19823232323232323
  Carefree ,9777 ft,10778 ft,1004,1.01 mi,https://jollyturns.com/resort/united-states-of-america/copper-mountain-resort/skiruns-blue,blue,copper-mountain-resort,1.01,mi,0.18826882688268826
