Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs,Location
Castle Rock,12123.0,12674.0,551.0,2323.2,Black,Loveland,0.23717286501377413,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Cat's Meow,10889.0,11516.0,627.0,1636.8,Black,Loveland,0.38306451612903225,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Catwalk Trees,11608.0,11837.0,233.0,380.0,Black,Loveland,0.6131578947368421,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Challenger,12139.0,12480.0,341.0,1214.4,Black,Loveland,0.28079710144927533,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Fail Safe Tree #1,11230.0,11499.0,266.0,580.8,Black,Loveland,0.4579889807162535,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Fail Safe Tree #2,11266.0,11624.0,358.0,844.8000000000001,Black,Loveland,0.42376893939393934,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Fail Safe Tree #3,11404.0,11693.0,289.0,792.0,Black,Loveland,0.3648989898989899,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Field of Dreams,12365.0,12762.0,397.0,1584.0,Black,Loveland,0.25063131313131315,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Holy Cat,10886.0,11493.0,607.0,1478.4,Black,Loveland,0.4105790043290043,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Hook 'em Horns,11463.0,11867.0,404.0,1267.2,Black,Loveland,0.3188131313131313,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
In The Mood,11535.0,11975.0,440.0,1320.0,Black,Loveland,0.3333333333333333,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Jelly Roll,11975.0,12365.0,390.0,1056.0,Black,Loveland,0.3693181818181818,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
North Star,12149.0,12510.0,361.0,1267.2,Black,Loveland,0.2848800505050505,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Porcupine Saddle,11919.0,12398.0,479.0,2217.6,Black,Loveland,0.2159992784992785,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Primer Bowl,12123.0,12638.0,515.0,1584.0,Black,Loveland,0.32512626262626265,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Splashdown,11119.0,11437.0,318.0,1056.0,Black,Loveland,0.30113636363636365,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Sunburst Chute #1,11467.0,11804.0,341.0,950.4,Black,Loveland,0.3587962962962963,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Sunburst Chute #2,11457.0,11736.0,279.0,792.0,Black,Loveland,0.3522727272727273,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
The Face,11001.0,11250.0,249.0,792.0,Black,Loveland,0.3143939393939394,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
The Plunge,11952.0,12103.0,148.0,633.6,Black,Loveland,0.2335858585858586,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Tiger's Tail,11437.0,11877.0,436.0,1161.6,Black,Loveland,0.37534435261707993,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Avalanche Bowl,11407.0,11880.0,472.0,739.2,Double Black,Loveland,0.6385281385281385,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
East Ropes,11161.0,11490.0,325.0,580.8,Double Black,Loveland,0.559573002754821,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Marmot,12129.0,12858.0,725.0,1584.0,Double Black,Loveland,0.4577020202020202,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
No. 4 Headwall,11821.0,12060.0,240.0,792.0,Double Black,Loveland,0.30303030303030304,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Over the Rainbow,10866.0,11880.0,1014.0,1900.8,Double Black,Loveland,0.533459595959596,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Patrol Bowl,12113.0,12635.0,522.0,1742.4,Double Black,Loveland,0.29958677685950413,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Rainbow,10876.0,11296.0,417.0,897.6,Double Black,Loveland,0.46457219251336895,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Rock Chutes,12231.0,12454.0,220.0,313.0,Double Black,Loveland,0.7028753993610224,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Super Bowl,11998.0,12493.0,492.0,1214.4,Double Black,Loveland,0.4051383399209486,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Super Nova,12270.0,12546.0,276.0,580.8,Double Black,Loveland,0.47520661157024796,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Tickler,12064.0,12290.0,226.0,367.0,Double Black,Loveland,0.6158038147138964,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Velvet Hammer,12297.0,12687.0,390.0,844.8000000000001,Double Black,Loveland,0.46164772727272724,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
West Ropes,11329.0,11588.0,262.0,507.0,Double Black,Loveland,0.5167652859960552,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Wild Child,12064.0,12444.0,381.0,1056.0,Double Black,Loveland,0.36079545454545453,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Zoom,10879.0,11388.0,512.0,1161.6,Double Black,Loveland,0.44077134986225897,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99,CO
Drifter,10932.0,11109.0,174.0,686.4,Green,Monarch,0.2534965034965035,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Glade,10886.0,11191.0,305.0,2428.8,Green,Monarch,0.1255764163372859,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
KC Cutoff,11496.0,11591.0,92.0,486.0,Green,Monarch,0.18930041152263374,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Liberty,10909.0,11102.0,194.0,739.2,Green,Monarch,0.2624458874458874,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Little Joe,10961.0,11145.0,180.0,792.0,Green,Monarch,0.22727272727272727,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Lower Tango,10794.0,11007.0,213.0,1636.8,Green,Monarch,0.13013196480938416,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Rookie,11079.0,11152.0,72.0,359.0,Green,Monarch,0.20055710306406685,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Roundabout,11201.0,11604.0,404.0,3432.0,Green,Monarch,0.11771561771561771,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Sidewinder,11020.0,11306.0,282.0,1531.1999999999998,Green,Monarch,0.18416927899686522,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Sky Walker,11588.0,11804.0,217.0,2851.2000000000003,Green,Monarch,0.07610830527497194,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Sleepy Hollow,11198.0,11588.0,390.0,2640.0,Green,Monarch,0.14772727272727273,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Snowflake,10837.0,10896.0,59.0,447.0,Green,Monarch,0.1319910514541387,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Tenderfoot,11070.0,11217.0,151.0,739.2,Green,Monarch,0.20427489177489178,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Beeline,11040.0,11155.0,115.0,416.0,Blue,Monarch,0.2764423076923077,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Doc's Run,11066.0,11427.0,361.0,1372.8,Blue,Monarch,0.26296620046620045,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Freeway,10827.0,11181.0,354.0,1689.6000000000001,Blue,Monarch,0.20951704545454544,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Great Divide,11522.0,11791.0,269.0,1847.9999999999998,Blue,Monarch,0.1455627705627706,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Little Mo,10860.0,11647.0,787.0,3220.7999999999997,Blue,Monarch,0.24434923000496772,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Lower Hall's Alley,10906.0,11293.0,387.0,1531.1999999999998,Blue,Monarch,0.252742946708464,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Lower No Name,10827.0,11352.0,525.0,2059.2000000000003,Blue,Monarch,0.2549533799533799,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
North Forty,10889.0,11115.0,226.0,792.0,Blue,Monarch,0.28535353535353536,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Quick Draw,11440.0,11621.0,177.0,950.4,Blue,Monarch,0.18623737373737373,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Romp,11309.0,11539.0,230.0,792.0,Blue,Monarch,0.2904040404040404,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Short N Sweet,11385.0,11716.0,331.0,1161.6,Blue,Monarch,0.2849517906336088,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Snowburn,11040.0,11460.0,420.0,2164.7999999999997,Blue,Monarch,0.19401330376940135,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Tele Alley,10860.0,11132.0,272.0,897.6,Blue,Monarch,0.30303030303030304,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Ticaboo,11043.0,11463.0,420.0,1742.4,Blue,Monarch,0.24104683195592286,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Toddler,11053.0,11289.0,236.0,686.4,Blue,Monarch,0.34382284382284384,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Turbo,11365.0,11729.0,364.0,1003.2,Blue,Monarch,0.3628389154704944,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Ajax,10978.0,11368.0,390.0,1056.0,Black,Monarch,0.3693181818181818,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Ajax Alternative,10883.0,11289.0,404.0,1214.4,Black,Monarch,0.33267457180500654,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Bs Bash,11040.0,11585.0,541.0,1795.2,Black,Monarch,0.3013591800356506,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Cleanzer,11047.0,11437.0,390.0,950.4,Black,Monarch,0.41035353535353536,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Curecanti,11535.0,11634.0,98.0,844.8000000000001,Black,Monarch,0.11600378787878787,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Dire Straits,11201.0,11506.0,302.0,792.0,Black,Monarch,0.3813131313131313,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Examiner,10863.0,11598.0,732.0,2112.0,Black,Monarch,0.3465909090909091,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Geno's Meadow,11033.0,11243.0,213.0,739.2,Black,Monarch,0.28814935064935066,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Gunbarrel,10791.0,11161.0,371.0,1320.0,Black,Monarch,0.28106060606060607,Groomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
High Anxiety,11230.0,11677.0,449.0,1056.0,Black,Monarch,0.4251893939393939,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
J.R.'s,11214.0,11627.0,413.0,950.4,Black,Monarch,0.4345538720538721,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Kanonen,11109.0,11608.0,499.0,1161.6,Black,Monarch,0.42957988980716255,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Lobo,11414.0,11601.0,187.0,402.0,Black,Monarch,0.4651741293532338,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Mirage,11093.0,11781.0,689.0,2270.4,Black,Monarch,0.3034707540521494,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Outback,11201.0,11581.0,381.0,1267.2,Black,Monarch,0.3006628787878788,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Picante,11198.0,11460.0,262.0,897.6,Black,Monarch,0.29188948306595364,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Shagnasty,11152.0,11594.0,443.0,1478.4,Black,Monarch,0.29964826839826836,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Sheer Rocko,11217.0,11804.0,587.0,1636.8,Black,Monarch,0.35862658846529816,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Short Circuit,11260.0,11447.0,187.0,844.8000000000001,Black,Monarch,0.22135416666666666,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Southbound,11542.0,11834.0,292.0,792.0,Black,Monarch,0.3686868686868687,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Tango,11145.0,11572.0,427.0,1267.2,Black,Monarch,0.3369633838383838,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Upper Christmas Tree,11188.0,11601.0,413.0,1267.2,Black,Monarch,0.32591540404040403,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Upper Hall's Alley,11302.0,11650.0,348.0,1108.8,Black,Monarch,0.3138528138528139,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Upper No Name,11339.0,11608.0,269.0,633.6,Black,Monarch,0.4245580808080808,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Zipper,11106.0,11506.0,400.0,1108.8,Black,Monarch,0.36075036075036077,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
East Trees,11257.0,11568.0,315.0,1056.0,Double Black,Monarch,0.29829545454545453,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Elation Ridge,11234.0,11736.0,499.0,1267.2,Double Black,Monarch,0.39378156565656564,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Lodgeview,11165.0,11319.0,154.0,739.2,Double Black,Monarch,0.20833333333333331,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Mirkwood Bowl,11457.0,11896.0,443.0,897.6,Double Black,Monarch,0.49353832442067735,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Mirkwood Trees,11352.0,11667.0,318.0,844.8000000000001,Double Black,Monarch,0.37642045454545453,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Orcs,11440.0,11854.0,413.0,1108.8,Double Black,Monarch,0.3724747474747475,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Staircase,11296.0,11637.0,341.0,950.4,Double Black,Monarch,0.3587962962962963,Ungroomed,10796,5,11813,1017,0.39,0.25,0.11,0.2,0.05,94,64,CO
Arc,9055.0,9193.0,138.0,1320.0,Green,Steamboat,0.10454545454545454,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
BC Ski Way,7467.0,8196.0,732.0,1.2,Green,Steamboat,610.0,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Bee Line,7467.0,7559.0,92.0,686.4,Green,Steamboat,0.13403263403263405,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Boulevard,7615.0,7959.0,341.0,2851.2000000000003,Green,Steamboat,0.11959876543209876,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Broadway,8445.0,9331.0,886.0,1.24,Green,Steamboat,714.516129032258,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Flat Out,8409.0,8468.0,62.0,1161.6,Green,Steamboat,0.053374655647382925,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Giggle Gulch,7205.0,7605.0,400.0,2376.0,Green,Steamboat,0.16835016835016836,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Park Lane,8934.0,9049.0,115.0,1108.8,Green,Steamboat,0.10371572871572872,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Preview,6932.0,7133.0,203.0,1584.0,Green,Steamboat,0.12815656565656566,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Rendezvous Way,9324.0,10007.0,682.0,4540.8,Green,Steamboat,0.1501937984496124,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Right O' Way,6923.0,7405.0,486.0,1.01,Green,Steamboat,481.18811881188117,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Rough Rider Basin,7559.0,7677.0,118.0,633.6,Green,Steamboat,0.18623737373737373,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Short Cut,7142.0,7421.0,279.0,2745.6,Green,Steamboat,0.10161713286713286,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
So What,8264.0,8356.0,92.0,1320.0,Green,Steamboat,0.0696969696969697,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
South Peak Flats,9262.0,9364.0,102.0,950.4,Green,Steamboat,0.10732323232323232,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Spur Run,8497.0,9052.0,554.0,1.14,Green,Steamboat,485.9649122807018,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Stampede,6909.0,7133.0,223.0,1795.2,Green,Steamboat,0.12422014260249555,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Sundial,10016.0,10374.0,354.0,1900.8,Green,Steamboat,0.18623737373737373,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Swinger,7228.0,7513.0,285.0,1795.2,Green,Steamboat,0.1587566844919786,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Tomahawk,9127.0,10013.0,886.0,1.18,Green,Steamboat,750.8474576271187,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Why Not,7569.0,9055.0,1486.0,2.6,Green,Steamboat,571.5384615384615,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Yoo Hoo,7428.0,7756.0,328.0,3379.2000000000003,Green,Steamboat,0.09706439393939394,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Baby Powder,9390.0,9685.0,292.0,2006.4,Blue,Steamboat,0.14553429027113238,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Bail Out,10003.0,10062.0,59.0,739.2,Blue,Steamboat,0.07981601731601731,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Bashor,7461.0,7749.0,289.0,1320.0,Blue,Steamboat,0.21893939393939393,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Between,7743.0,7881.0,138.0,844.8000000000001,Blue,Steamboat,0.1633522727272727,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Betwixt,8140.0,8307.0,167.0,1689.6000000000001,Blue,Steamboat,0.09883996212121211,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Big Foot,7661.0,7835.0,174.0,686.4,Blue,Steamboat,0.2534965034965035,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Big Meadow,9734.0,9918.0,184.0,1478.4,Blue,Steamboat,0.12445887445887445,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Blizzard,8533.0,8747.0,217.0,792.0,Blue,Steamboat,0.273989898989899,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Buckshot,9439.0,9705.0,262.0,1056.0,Blue,Steamboat,0.2481060606060606,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Buddy's Run,9049.0,10335.0,1286.0,4699.2,Blue,Steamboat,0.27366360231528775,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Calf Roper,9731.0,9908.0,177.0,1531.1999999999998,Blue,Steamboat,0.11559561128526648,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Cheesy Grits,10154.0,10318.0,161.0,1108.8,Blue,Steamboat,0.14520202020202022,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Cowboy Coffee,10072.0,10371.0,299.0,1425.6000000000001,Blue,Steamboat,0.20973625140291804,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Cub,9731.0,9921.0,194.0,950.4,Blue,Steamboat,0.20412457912457913,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Daybreak,8556.0,9150.0,594.0,2376.0,Blue,Steamboat,0.25,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Dusk,9478.0,9636.0,157.0,580.8,Blue,Steamboat,0.2703168044077135,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Eagle's Nest,7753.0,8150.0,397.0,1425.6000000000001,Blue,Steamboat,0.27847923681257014,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Fawn,9219.0,9465.0,249.0,1267.2,Blue,Steamboat,0.19649621212121213,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Flintlock,9150.0,10213.0,1063.0,4963.2,Blue,Steamboat,0.21417633784655063,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Frying Pan,10161.0,10351.0,190.0,739.2,Blue,Steamboat,0.257034632034632,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Headwall,7054.0,7182.0,128.0,431.0,Blue,Steamboat,0.29698375870069604,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Heavenly Daze,7969.0,9022.0,1053.0,3379.2000000000003,Blue,Steamboat,0.3116122159090909,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
High Noon,9324.0,10338.0,1014.0,4646.4,Blue,Steamboat,0.21823347107438018,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Highline,10167.0,10371.0,203.0,2323.2,Blue,Steamboat,0.08737947658402205,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Huffman's,8789.0,8986.0,194.0,686.4,Blue,Steamboat,0.28263403263403264,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Jess' Cut Off,7841.0,7959.0,121.0,950.4,Blue,Steamboat,0.12731481481481483,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Kit,9934.0,10128.0,197.0,633.6,Blue,Steamboat,0.3109217171717172,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Lariat,8068.0,8146.0,79.0,739.2,Blue,Steamboat,0.10687229437229437,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Lightning,8202.0,8799.0,597.0,2640.0,Blue,Steamboat,0.22613636363636364,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Lower Concentration,7635.0,8136.0,502.0,1953.6,Blue,Steamboat,0.256961506961507,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Lower High Noon,8448.0,9324.0,879.0,3484.8,Blue,Steamboat,0.25223829201101927,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Main Drag,7638.0,7953.0,312.0,2270.4,Blue,Steamboat,0.13742071881606766,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Meadow Lane,9564.0,9695.0,131.0,1056.0,Blue,Steamboat,0.1240530303030303,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Moonlight,8504.0,9039.0,535.0,2428.8,Blue,Steamboat,0.22027338603425559,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
One O' Clock,9140.0,9692.0,548.0,1847.9999999999998,Blue,Steamboat,0.2965367965367966,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Over Easy,10210.0,10531.0,322.0,1372.8,Blue,Steamboat,0.23455710955710957,Groomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Pup,9491.0,9777.0,285.0,1108.8,Blue,Steamboat,0.25703463203463206,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
Quickdraw,9127.0,10371.0,1243.0,1.21,Blue,Steamboat,1027.2727272727273,Ungroomed,6898,18,10534,3636,0.46,0.34,0.05,0.13,0.03,199,167,CO
