Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs,Location
Meadow,6916.0,7070.0,154.0,1056.0,Green,Alpine Meadows,0.14583333333333334,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Subway,6857.0,6965.0,108.0,1056.0,Green,Alpine Meadows,0.10227272727272728,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Alpine Bowl,7762.0,8497.0,735.0,2428.8,Blue,Alpine Meadows,0.3026185770750988,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Banana Chute,7175.0,7451.0,279.0,739.2,Blue,Alpine Meadows,0.3774350649350649,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Bobby's Run,7582.0,7927.0,341.0,1108.8,Blue,Alpine Meadows,0.30753968253968256,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Boomerang,7224.0,7605.0,381.0,1214.4,Blue,Alpine Meadows,0.3137351778656126,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Charity,7221.0,7638.0,417.0,1478.4,Blue,Alpine Meadows,0.2820616883116883,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Dance Floor,7073.0,7438.0,364.0,1320.0,Blue,Alpine Meadows,0.27575757575757576,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
East Creek,7083.0,7546.0,463.0,2164.7999999999997,Blue,Alpine Meadows,0.21387657058388768,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
East Runout,6923.0,7201.0,276.0,1795.2,Blue,Alpine Meadows,0.1537433155080214,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Fall Line,7290.0,7628.0,338.0,1003.2,Blue,Alpine Meadows,0.3369218500797448,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Kangaroo Main Run,6932.0,7224.0,292.0,1214.4,Blue,Alpine Meadows,0.24044795783926218,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Kangaroo Ridge,6978.0,7280.0,302.0,1531.1999999999998,Blue,Alpine Meadows,0.1972309299895507,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Ladies Slalom,7067.0,7457.0,387.0,1267.2,Blue,Alpine Meadows,0.30539772727272724,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Lakeview to Weasel,7444.0,7782.0,338.0,1953.6,Blue,Alpine Meadows,0.17301392301392302,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Leisure Lane,8022.0,8241.0,220.0,2006.4,Blue,Alpine Meadows,0.10964912280701754,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Maid Marian,7375.0,7959.0,584.0,2059.2000000000003,Blue,Alpine Meadows,0.2836052836052836,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Mountain View,7438.0,8235.0,797.0,2851.2000000000003,Blue,Alpine Meadows,0.27953142536475867,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Nick's Run,6955.0,7372.0,417.0,1478.4,Blue,Alpine Meadows,0.2820616883116883,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Outer Limits,7434.0,8251.0,817.0,2745.6,Blue,Alpine Meadows,0.2975670163170163,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Ray's Rut,7113.0,7434.0,322.0,3484.8,Blue,Alpine Meadows,0.09240128558310376,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Reily's Run,7438.0,7802.0,364.0,1161.6,Blue,Alpine Meadows,0.31336088154269975,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Return Road to Weasel,7536.0,7671.0,135.0,1478.4,Blue,Alpine Meadows,0.09131493506493506,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Robin Hood,7618.0,8009.0,394.0,1320.0,Blue,Alpine Meadows,0.29848484848484846,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Rock Garden,7441.0,7871.0,430.0,2323.2,Blue,Alpine Meadows,0.1850895316804408,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sandy's Corner,7028.0,7208.0,180.0,792.0,Blue,Alpine Meadows,0.22727272727272727,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Scott Meadow,7526.0,7740.0,213.0,897.6,Blue,Alpine Meadows,0.23729946524064172,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Scott Ridge,7585.0,7986.0,400.0,1214.4,Blue,Alpine Meadows,0.3293807641633728,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Scott Ridge Run,7415.0,8087.0,673.0,2270.4,Blue,Alpine Meadows,0.29642353770260743,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Scotty's Beam,7612.0,8228.0,617.0,1742.4,Blue,Alpine Meadows,0.35410927456382,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sherwood Run,7116.0,8015.0,899.0,4329.599999999999,Blue,Alpine Meadows,0.20764042867701407,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Shooting Star,7441.0,7867.0,430.0,1425.6000000000001,Blue,Alpine Meadows,0.3016273849607183,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Skateboard Alley,7083.0,7421.0,341.0,1478.4,Blue,Alpine Meadows,0.2306547619047619,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Standard Run,7644.0,7887.0,243.0,633.6,Blue,Alpine Meadows,0.38352272727272724,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Summer Road,7818.0,8031.0,213.0,1584.0,Blue,Alpine Meadows,0.13446969696969696,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sun Spot,7884.0,8465.0,584.0,1636.8,Blue,Alpine Meadows,0.3567937438905181,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Tiegel,6906.0,7060.0,154.0,1636.8,Blue,Alpine Meadows,0.09408602150537634,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
To Lakeview Chair,7434.0,7549.0,115.0,1900.8,Blue,Alpine Meadows,0.06050084175084175,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Twilight Zone,7582.0,8087.0,502.0,1372.8,Blue,Alpine Meadows,0.3656759906759907,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Upper Weasel One,7385.0,7871.0,486.0,2428.8,Blue,Alpine Meadows,0.200098814229249,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Weasel Run,7060.0,7526.0,466.0,2270.4,Blue,Alpine Meadows,0.20525017618040872,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Werner's Schuss,7215.0,7887.0,673.0,1900.8,Blue,Alpine Meadows,0.3540614478114478,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
West Runout,6932.0,7024.0,89.0,844.8000000000001,Blue,Alpine Meadows,0.10535037878787878,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Winter Road,7943.0,8127.0,184.0,1425.6000000000001,Blue,Alpine Meadows,0.12906846240179573,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Wolverine,7749.0,8468.0,722.0,3115.2,Blue,Alpine Meadows,0.23176682074987162,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Yellow Trail,7070.0,7635.0,564.0,1953.6,Blue,Alpine Meadows,0.2886977886977887,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Beaver Bowl,7887.0,8271.0,384.0,792.0,Black,Alpine Meadows,0.48484848484848486,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Bernie's Bowl,7375.0,7874.0,502.0,1003.2,Black,Alpine Meadows,0.5003987240829346,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Big Bend Bowl,8117.0,8320.0,203.0,351.0,Black,Alpine Meadows,0.5783475783475783,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Big Bend Keyhole,8140.0,8268.0,128.0,310.0,Black,Alpine Meadows,0.4129032258064516,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
CB Chute,8061.0,8366.0,302.0,633.6,Black,Alpine Meadows,0.47664141414141414,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Chute That Seldom Slides,7106.0,7799.0,696.0,1267.2,Black,Alpine Meadows,0.5492424242424242,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
CK Bench,7543.0,7717.0,174.0,440.0,Black,Alpine Meadows,0.39545454545454545,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Counterweight Gully,7615.0,7910.0,295.0,400.0,Black,Alpine Meadows,0.7375,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
D-6,8166.0,8392.0,226.0,488.0,Black,Alpine Meadows,0.46311475409836067,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
D-7,8091.0,8333.0,243.0,495.0,Black,Alpine Meadows,0.4909090909090909,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
D-8,8009.0,8274.0,266.0,514.0,Black,Alpine Meadows,0.5175097276264592,Groomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Estelle Bowl,7923.0,8176.0,253.0,338.0,Black,Alpine Meadows,0.7485207100591716,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Expert Shortcut,7680.0,7835.0,154.0,346.0,Black,Alpine Meadows,0.44508670520231214,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Face Cliffs,7421.0,7808.0,387.0,792.0,Black,Alpine Meadows,0.48863636363636365,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Gentian Gully,7808.0,8077.0,269.0,1478.4,Black,Alpine Meadows,0.1819534632034632,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Grouse Saddle,8189.0,8333.0,148.0,200.0,Black,Alpine Meadows,0.74,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Hidden Knolls,7569.0,7930.0,361.0,792.0,Black,Alpine Meadows,0.45580808080808083,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
High Traverse to Sherwood,8491.0,8537.0,49.0,792.0,Black,Alpine Meadows,0.06186868686868687,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
High Yellow Face,7989.0,8261.0,269.0,686.4,Black,Alpine Meadows,0.3918997668997669,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
High Yellow Gully,7559.0,7854.0,295.0,686.4,Black,Alpine Meadows,0.4297785547785548,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Hot Wheels Gully,7169.0,7444.0,276.0,1320.0,Black,Alpine Meadows,0.20909090909090908,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Idiot's Delight,8225.0,8373.0,148.0,202.0,Black,Alpine Meadows,0.7326732673267327,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Keyhole,8071.0,8435.0,367.0,468.0,Black,Alpine Meadows,0.7841880341880342,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Lower 40 Face,7434.0,7769.0,335.0,686.4,Black,Alpine Meadows,0.48805361305361306,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Lower 40 Gully,7011.0,7277.0,266.0,580.8,Black,Alpine Meadows,0.4579889807162535,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Lower Beaver Entrance,7956.0,8156.0,200.0,580.8,Black,Alpine Meadows,0.34435261707988984,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Lower Saddle,8130.0,8317.0,187.0,407.0,Black,Alpine Meadows,0.4594594594594595,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
North Peril,7907.0,8166.0,259.0,484.0,Black,Alpine Meadows,0.5351239669421488,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Our Father,7894.0,8012.0,118.0,217.0,Black,Alpine Meadows,0.543778801843318,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Palisades,7949.0,8448.0,499.0,1267.2,Black,Alpine Meadows,0.39378156565656564,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Peril Ridge,8120.0,8294.0,171.0,686.4,Black,Alpine Meadows,0.24912587412587414,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Peter's Peril,7904.0,8150.0,246.0,528.0,Black,Alpine Meadows,0.4659090909090909,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Poma Rocks,7421.0,7615.0,194.0,448.0,Black,Alpine Meadows,0.4330357142857143,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Pond Slope,6932.0,7142.0,213.0,897.6,Black,Alpine Meadows,0.23729946524064172,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Promised Land,7241.0,7720.0,479.0,739.2,Black,Alpine Meadows,0.6479978354978354,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
S.P. Bowl,8031.0,8232.0,200.0,408.0,Black,Alpine Meadows,0.49019607843137253,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Scott Chute,7067.0,8061.0,994.0,1900.8,Black,Alpine Meadows,0.5229377104377104,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sherwood Cliffs,7546.0,7913.0,367.0,633.6,Black,Alpine Meadows,0.579229797979798,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sherwood Creek,7221.0,7480.0,262.0,528.0,Black,Alpine Meadows,0.4962121212121212,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sherwood Face,7270.0,7733.0,463.0,1372.8,Black,Alpine Meadows,0.3372668997668998,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
South Beaver,7907.0,8278.0,371.0,686.4,Black,Alpine Meadows,0.5405011655011656,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
South Face,7096.0,8045.0,948.0,4752.0,Black,Alpine Meadows,0.1994949494949495,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
South Face Access,7110.0,8025.0,915.0,3643.2,Black,Alpine Meadows,0.25115283267457184,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sun Bowl,8146.0,8445.0,299.0,633.6,Black,Alpine Meadows,0.47190656565656564,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Sympathy Face,7628.0,7864.0,236.0,792.0,Black,Alpine Meadows,0.29797979797979796,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
The Buttress,7372.0,7690.0,318.0,454.0,Black,Alpine Meadows,0.7004405286343612,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
The Face,7169.0,7835.0,663.0,1584.0,Black,Alpine Meadows,0.4185606060606061,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Three Sisters,7365.0,7966.0,604.0,950.4,Black,Alpine Meadows,0.6355218855218855,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Top Alpine Bowl,8543.0,8622.0,79.0,424.0,Black,Alpine Meadows,0.18632075471698112,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Upper Saddle,8317.0,8481.0,161.0,897.6,Black,Alpine Meadows,0.17936720142602494,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Waterfall,7388.0,7841.0,453.0,950.4,Black,Alpine Meadows,0.47664141414141414,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Wolverine Bowl,7927.0,8156.0,233.0,580.8,Black,Alpine Meadows,0.40117079889807167,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Wolverine Saddle,8199.0,8314.0,112.0,1108.8,Black,Alpine Meadows,0.10101010101010101,Ungroomed,6859,13,8482,1623,0.52,0.43,0.0,0.02,0.03,169,102,CA
Chisholm,10981.0,11148.0,167.0,1689.6000000000001,Green,Arapahoe Basin,0.09883996212121211,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Chisholm Trail,11299.0,11453.0,154.0,1584.0,Green,Arapahoe Basin,0.09722222222222222,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Learning Area,10807.0,10833.0,30.0,166.0,Green,Arapahoe Basin,0.18072289156626506,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Molly Hogan,10810.0,10866.0,52.0,433.0,Green,Arapahoe Basin,0.12009237875288684,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Pika Place,10840.0,10843.0,3.0,65.0,Green,Arapahoe Basin,0.046153846153846156,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Sundance,10869.0,11526.0,653.0,2956.8,Green,Arapahoe Basin,0.22084686147186147,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Wrangler,10823.0,11545.0,722.0,4963.2,Green,Arapahoe Basin,0.14547066408768536,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Cabin Glades,11529.0,11736.0,207.0,528.0,Blue,Arapahoe Basin,0.39204545454545453,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Columbine,11365.0,12434.0,1070.0,4012.8,Blue,Arapahoe Basin,0.2666467304625199,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Cornice Run #1,12037.0,12441.0,404.0,1795.2,Blue,Arapahoe Basin,0.2250445632798574,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Cornice Run #2,12037.0,12110.0,75.0,897.6,Blue,Arapahoe Basin,0.08355614973262032,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Davis,11007.0,12057.0,1050.0,4171.2,Blue,Arapahoe Basin,0.25172612197928657,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Dercum's Gulch,11549.0,12156.0,604.0,3432.0,Blue,Arapahoe Basin,0.175990675990676,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Dragon,11444.0,12024.0,581.0,2376.0,Blue,Arapahoe Basin,0.24452861952861954,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
East Gully,11545.0,11755.0,210.0,480.0,Blue,Arapahoe Basin,0.4375,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Elk Meadows,11562.0,11755.0,197.0,792.0,Blue,Arapahoe Basin,0.24873737373737373,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Gentry,11831.0,11998.0,171.0,452.0,Blue,Arapahoe Basin,0.37831858407079644,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Gracie's Grove,10843.0,10915.0,69.0,294.0,Blue,Arapahoe Basin,0.23469387755102042,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Grizzly Road,11539.0,12110.0,568.0,2112.0,Blue,Arapahoe Basin,0.2689393939393939,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
High Noon,10883.0,11411.0,528.0,1847.9999999999998,Blue,Arapahoe Basin,0.28571428571428575,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Humbug,12142.0,12457.0,315.0,1425.6000000000001,Blue,Arapahoe Basin,0.22095959595959594,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Independence,11542.0,11827.0,285.0,1108.8,Blue,Arapahoe Basin,0.25703463203463206,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Jamie's Face,11791.0,11959.0,167.0,406.0,Blue,Arapahoe Basin,0.41133004926108374,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
King Cornice,11883.0,12110.0,226.0,580.8,Blue,Arapahoe Basin,0.3891184573002755,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Knolls,11896.0,12244.0,351.0,1003.2,Blue,Arapahoe Basin,0.3498803827751196,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Larkspur,11407.0,12448.0,1040.0,4171.2,Blue,Arapahoe Basin,0.24932873034138858,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Lenawee Face,12054.0,12421.0,367.0,1795.2,Blue,Arapahoe Basin,0.20443404634581105,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Lenawee Parks,11640.0,12077.0,440.0,1214.4,Blue,Arapahoe Basin,0.36231884057971014,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Loafer,11001.0,12470.0,1467.0,1.04,Blue,Arapahoe Basin,1410.576923076923,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Lynx Lane,11480.0,11526.0,43.0,425.0,Blue,Arapahoe Basin,0.1011764705882353,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Miner's Glade,11539.0,11808.0,266.0,1689.6000000000001,Blue,Arapahoe Basin,0.1574337121212121,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Moose Hollow,10958.0,11040.0,82.0,633.6,Blue,Arapahoe Basin,0.1294191919191919,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Mountain Goat Alley,11532.0,11683.0,151.0,792.0,Blue,Arapahoe Basin,0.19065656565656566,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Ned's Cache,11831.0,12001.0,171.0,633.6,Blue,Arapahoe Basin,0.26988636363636365,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
North Fork,10971.0,11158.0,187.0,686.4,Blue,Arapahoe Basin,0.27243589743589747,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Norway Face,11969.0,12434.0,469.0,1372.8,Blue,Arapahoe Basin,0.34163752913752915,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Norway Mountain Run,11932.0,12402.0,469.0,1372.8,Blue,Arapahoe Basin,0.34163752913752915,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Powerline,12037.0,12444.0,407.0,1161.6,Blue,Arapahoe Basin,0.3503787878787879,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Ramrod,10853.0,11532.0,679.0,2640.0,Blue,Arapahoe Basin,0.2571969696969697,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Shining Light,11726.0,12139.0,413.0,1636.8,Blue,Arapahoe Basin,0.25232160312805474,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
TB Glade,11385.0,11486.0,102.0,633.6,Blue,Arapahoe Basin,0.16098484848484848,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Weasel Way,11309.0,11388.0,79.0,792.0,Blue,Arapahoe Basin,0.09974747474747475,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
West Gully,11647.0,11972.0,325.0,897.6,Blue,Arapahoe Basin,0.3620766488413547,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
West Wall,11850.0,12034.0,187.0,580.8,Blue,Arapahoe Basin,0.321969696969697,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Alex,11532.0,11709.0,177.0,528.0,Black,Arapahoe Basin,0.3352272727272727,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Bailey Bros.,11243.0,11529.0,285.0,479.0,Black,Arapahoe Basin,0.5949895615866388,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Beaver Bowl,11673.0,12172.0,499.0,1742.4,Black,Arapahoe Basin,0.286386593204775,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Bierstadt,11578.0,11703.0,125.0,373.0,Black,Arapahoe Basin,0.3351206434316354,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Bighorn,11444.0,11736.0,289.0,792.0,Black,Arapahoe Basin,0.3648989898989899,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Black Bear,11939.0,12405.0,466.0,1320.0,Black,Arapahoe Basin,0.353030303030303,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
Castor,11211.0,11460.0,249.0,428.0,Black,Arapahoe Basin,0.5817757009345794,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178,CO
