Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs
Black Bear,11939.0,12405.0,466.0,1320.0,Black,Arapahoe Basin,0.35303030303030297,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Castor,11211.0,11460.0,249.0,428.0,Black,Arapahoe Basin,0.5817757009345794,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Challenger,11509.0,11742.0,233.0,496.0,Black,Arapahoe Basin,0.469758064516129,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Digger,11634.0,11808.0,174.0,441.0,Black,Arapahoe Basin,0.3945578231292517,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Dream Catcher,11460.0,11798.0,338.0,950.4,Black,Arapahoe Basin,0.35563973063973064,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Drummond,11135.0,11234.0,98.0,320.0,Black,Arapahoe Basin,0.30625,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
East Woods,11588.0,11795.0,210.0,384.0,Black,Arapahoe Basin,0.546875,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Eureka,11375.0,11539.0,164.0,419.0,Black,Arapahoe Basin,0.3914081145584726,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Exhibition,10876.0,11535.0,656.0,2376.0,Black,Arapahoe Basin,0.2760942760942761,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Face Shot Gully,11247.0,11765.0,518.0,1161.6,Black,Arapahoe Basin,0.4459366391184573,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Faculty Club,11358.0,11493.0,135.0,279.0,Black,Arapahoe Basin,0.4838709677419355,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Falcon,11781.0,12060.0,282.0,897.6,Black,Arapahoe Basin,0.3141711229946524,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Gentling's Glade,11598.0,11778.0,184.0,477.0,Black,Arapahoe Basin,0.3857442348008386,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Glockenspiel Glade,11375.0,11768.0,397.0,1214.4,Black,Arapahoe Basin,0.3269104084321475,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Grays,11562.0,11660.0,98.0,336.0,Black,Arapahoe Basin,0.2916666666666667,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Half Moon Glades,11555.0,11837.0,282.0,633.6,Black,Arapahoe Basin,0.4450757575757576,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Hauk,11063.0,11155.0,89.0,272.0,Black,Arapahoe Basin,0.3272058823529412,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Jaeger,11184.0,11506.0,322.0,897.6,Black,Arapahoe Basin,0.3587344028520499,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Jetta,11273.0,11594.0,322.0,844.8000000000002,Black,Arapahoe Basin,0.381155303030303,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Lightning Traverse,11358.0,11824.0,466.0,1531.1999999999996,Black,Arapahoe Basin,0.3043364681295716,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Log Roll,11568.0,11788.0,217.0,400.0,Black,Arapahoe Basin,0.5425,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Long Chute,11785.0,12461.0,673.0,1900.8,Black,Arapahoe Basin,0.3540614478114478,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Marjorie Bowl,11804.0,12018.0,210.0,509.0,Black,Arapahoe Basin,0.41257367387033395,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Marmot,11699.0,12280.0,581.0,1531.1999999999996,Black,Arapahoe Basin,0.3794409613375131,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Montezuma's Revenge,11375.0,12014.0,643.0,2112.0,Black,Arapahoe Basin,0.3044507575757576,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Mountain Goat Traverse,11762.0,12461.0,699.0,2956.8,Black,Arapahoe Basin,0.2364042207792208,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
No Name,11512.0,11680.0,164.0,377.0,Black,Arapahoe Basin,0.4350132625994695,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Chute,11696.0,11926.0,230.0,384.0,Black,Arapahoe Basin,0.5989583333333334,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Northern Spy,11978.0,12234.0,256.0,739.2,Black,Arapahoe Basin,0.3463203463203463,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Nose,11752.0,12070.0,318.0,792.0,Black,Arapahoe Basin,0.4015151515151515,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Peaceful Valley,11814.0,11991.0,174.0,525.0,Black,Arapahoe Basin,0.3314285714285714,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pioneer Willy,11302.0,11470.0,167.0,446.0,Black,Arapahoe Basin,0.3744394618834081,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Placer Junction,11535.0,11650.0,115.0,249.0,Black,Arapahoe Basin,0.461847389558233,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Porcupine,11224.0,11427.0,200.0,324.0,Black,Arapahoe Basin,0.6172839506172839,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Powder Keg,11680.0,11778.0,98.0,290.0,Black,Arapahoe Basin,0.33793103448275863,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Ptarmigan,11818.0,12310.0,492.0,1108.8,Black,Arapahoe Basin,0.4437229437229437,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Radical,11486.0,11831.0,344.0,897.6,Black,Arapahoe Basin,0.3832442067736185,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Scudder,11529.0,11722.0,194.0,445.0,Black,Arapahoe Basin,0.4359550561797753,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Slalom Slope,11677.0,12096.0,420.0,950.4,Black,Arapahoe Basin,0.4419191919191919,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
South Chute,11722.0,12080.0,358.0,686.4,Black,Arapahoe Basin,0.5215617715617715,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Standard,10997.0,11873.0,873.0,2006.4,Black,Arapahoe Basin,0.4351076555023923,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
The Gulch,11027.0,11407.0,384.0,1108.8,Black,Arapahoe Basin,0.3463203463203464,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
The Last Waltz,11014.0,11781.0,768.0,4224.0,Black,Arapahoe Basin,0.18181818181818185,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Thick & Thin,11539.0,11759.0,220.0,357.0,Black,Arapahoe Basin,0.6162464985994398,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Tieze's Claim,11749.0,11860.0,112.0,244.0,Black,Arapahoe Basin,0.459016393442623,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Torreys,11463.0,11627.0,164.0,499.0,Black,Arapahoe Basin,0.3286573146292585,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Wildcat,11824.0,12021.0,194.0,434.0,Black,Arapahoe Basin,0.4470046082949309,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Winning Card,11657.0,11827.0,171.0,342.0,Black,Arapahoe Basin,0.5,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
13 Cornices,11345.0,11621.0,276.0,633.6,,Arapahoe Basin,0.4356060606060606,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
1st Notch,12359.0,12615.0,256.0,333.0,,Arapahoe Basin,0.7687687687687688,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
1st Tree Chute,11608.0,11759.0,151.0,181.0,,Arapahoe Basin,0.8342541436464088,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
2nd Alley,11283.0,11699.0,417.0,686.4,,Arapahoe Basin,0.6075174825174825,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
2nd Notch,12402.0,12618.0,217.0,264.0,,Arapahoe Basin,0.821969696969697,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
2nd Tree Chute,11614.0,11798.0,187.0,225.0,,Arapahoe Basin,0.8311111111111111,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
3rd Alley,11129.0,11552.0,427.0,633.6,,Arapahoe Basin,0.6739267676767676,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
3rd Tree Chute,11598.0,11798.0,197.0,232.0,,Arapahoe Basin,0.8491379310344828,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
4th Alley,11171.0,11509.0,341.0,498.0,,Arapahoe Basin,0.6847389558232931,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
4th Tree Chute,11617.0,11831.0,217.0,252.0,,Arapahoe Basin,0.8611111111111112,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
5th Tree Chute,11663.0,11886.0,223.0,265.0,,Arapahoe Basin,0.8415094339622642,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
6th Tree Chute,11696.0,11923.0,223.0,298.0,,Arapahoe Basin,0.7483221476510067,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
7th Tree Chute,11736.0,12041.0,305.0,421.0,,Arapahoe Basin,0.7244655581947743,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
8th Tree Chute,11818.0,12165.0,348.0,452.0,,Arapahoe Basin,0.7699115044247787,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Bald Spot,10794.0,10925.0,131.0,194.0,,Arapahoe Basin,0.6752577319587629,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Bear Trap,10968.0,11220.0,253.0,520.0,,Arapahoe Basin,0.4865384615384615,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Birthday Chute,11995.0,12507.0,512.0,686.4,,Arapahoe Basin,0.745920745920746,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Black Forest,10965.0,11503.0,538.0,1478.4,,Arapahoe Basin,0.3639069264069264,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Booger Ramp,12215.0,12382.0,164.0,239.0,,Arapahoe Basin,0.6861924686192469,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Booger Snot,12556.0,12657.0,102.0,146.0,,Arapahoe Basin,0.6986301369863014,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Christmas Trees,10738.0,11037.0,299.0,792.0,,Arapahoe Basin,0.3775252525252525,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Corner Chute,12201.0,12474.0,272.0,385.0,,Arapahoe Basin,0.7064935064935065,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Crags,11293.0,11486.0,190.0,457.0,,Arapahoe Basin,0.4157549234135667,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
David's Run,11398.0,11719.0,325.0,485.0,,Arapahoe Basin,0.6701030927835051,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Davo,11417.0,11703.0,285.0,686.4,,Arapahoe Basin,0.4152097902097902,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Durrance,11781.0,12231.0,449.0,950.4,,Arapahoe Basin,0.4724326599326599,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
East Avenue,11591.0,11998.0,410.0,739.2,,Arapahoe Basin,0.5546536796536796,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
East Vertical,12303.0,12520.0,213.0,276.0,,Arapahoe Basin,0.7717391304347826,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
East Wall Traverse,11752.0,12162.0,410.0,3960.0,,Arapahoe Basin,0.10353535353535354,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Elephant's Trunk,12051.0,12267.0,217.0,1056.0,,Arapahoe Basin,0.20549242424242425,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
End Zone,11768.0,12034.0,262.0,580.8,,Arapahoe Basin,0.4511019283746557,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Gauthier,11125.0,11460.0,335.0,528.0,,Arapahoe Basin,0.634469696969697,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Groswold,11857.0,12277.0,420.0,686.4,,Arapahoe Basin,0.6118881118881119,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Hershey Highway,12116.0,12592.0,476.0,633.6,,Arapahoe Basin,0.7512626262626262,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Hidden Chute,12365.0,12559.0,190.0,242.0,,Arapahoe Basin,0.7851239669421488,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
International,10840.0,11827.0,984.0,2112.0,,Arapahoe Basin,0.4659090909090909,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Janitors Only,10735.0,11083.0,348.0,528.0,,Arapahoe Basin,0.6590909090909091,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Jet Chute,12510.0,12703.0,197.0,231.0,,Arapahoe Basin,0.8528138528138528,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Jump,11870.0,12218.0,348.0,580.8,,Arapahoe Basin,0.5991735537190083,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Land of the Giants,11654.0,11824.0,171.0,478.0,,Arapahoe Basin,0.3577405857740586,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Lightning Trees,11273.0,11565.0,289.0,633.6,,Arapahoe Basin,0.4561237373737374,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Lower East Wall,11506.0,11703.0,194.0,528.0,,Arapahoe Basin,0.3674242424242424,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Lower Elephant's Trunk,10807.0,11969.0,1161.0,3432.0,,Arapahoe Basin,0.3382867132867133,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Max,12073.0,12303.0,230.0,366.0,,Arapahoe Basin,0.6284153005464481,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Middle Y Chute,11949.0,12100.0,151.0,197.0,,Arapahoe Basin,0.766497461928934,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
My Chute,11493.0,11732.0,240.0,385.0,,Arapahoe Basin,0.6233766233766234,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Narrow North Pole,12192.0,12444.0,253.0,336.0,,Arapahoe Basin,0.7529761904761905,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Falls,12218.0,12539.0,322.0,417.0,,Arapahoe Basin,0.7721822541966427,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Glade,11581.0,11877.0,292.0,507.0,,Arapahoe Basin,0.5759368836291914,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Pole,12149.0,12405.0,253.0,362.0,,Arapahoe Basin,0.6988950276243094,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Pole Coulair,12398.0,12608.0,210.0,242.0,,Arapahoe Basin,0.8677685950413223,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
North Y Chute,11880.0,12188.0,308.0,424.0,,Arapahoe Basin,0.7264150943396226,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pali Cornice,11467.0,12119.0,650.0,1584.0,,Arapahoe Basin,0.41035353535353536,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pali Face,11414.0,11732.0,318.0,503.0,,Arapahoe Basin,0.6322067594433399,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pali Main Street,11027.0,12037.0,1010.0,1953.6,,Arapahoe Basin,0.516994266994267,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pali Wog,10791.0,11096.0,305.0,2270.4,,Arapahoe Basin,0.13433756166314306,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Pallavinci,11811.0,11942.0,131.0,233.0,,Arapahoe Basin,0.5622317596566524,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Rock Garden,10994.0,11306.0,315.0,633.6,,Arapahoe Basin,0.4971590909090909,Groomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Rollercoaster,11155.0,11506.0,351.0,739.2,,Arapahoe Basin,0.4748376623376623,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Schauffler,11716.0,12234.0,518.0,1108.8,,Arapahoe Basin,0.4671717171717172,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Sex Favors,12510.0,12762.0,249.0,260.0,,Arapahoe Basin,0.9576923076923076,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Snorkel Nose,12277.0,12582.0,305.0,394.0,,Arapahoe Basin,0.7741116751269036,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
South Falls,12260.0,12533.0,269.0,340.0,,Arapahoe Basin,0.7911764705882353,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
South Y Chute,11903.0,12221.0,322.0,419.0,,Arapahoe Basin,0.7684964200477327,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Steep Gully 1,10528.0,11578.0,1053.0,1742.4,,Arapahoe Basin,0.6043388429752066,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Steep Gully 2,10538.0,11722.0,1184.0,1953.6,,Arapahoe Basin,0.6060606060606061,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Steep Gully 3,10568.0,11270.0,702.0,1267.2,,Arapahoe Basin,0.5539772727272727,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Steep Gully 4,10522.0,11473.0,951.0,1636.8,,Arapahoe Basin,0.5810117302052786,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Steep Gully 5,10614.0,11211.0,600.0,950.4,,Arapahoe Basin,0.6313131313131314,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
The Cellar,10860.0,11004.0,141.0,394.0,,Arapahoe Basin,0.3578680203045685,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
The Humbugs,12339.0,12431.0,92.0,117.0,,Arapahoe Basin,0.7863247863247863,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
The Spine,11430.0,11890.0,459.0,792.0,,Arapahoe Basin,0.5795454545454546,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Timber Glades,11421.0,11696.0,276.0,436.0,,Arapahoe Basin,0.6330275229357798,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
TJ's Cornice,12195.0,12818.0,623.0,897.6,,Arapahoe Basin,0.6940730837789661,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Turbo,10942.0,11381.0,440.0,897.6,,Arapahoe Basin,0.4901960784313725,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
West Turbo,11339.0,11539.0,197.0,268.0,,Arapahoe Basin,0.7350746268656716,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
West Vertical,12280.0,12503.0,220.0,284.0,,Arapahoe Basin,0.7746478873239436,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Willy's Wide,11955.0,12251.0,295.0,499.0,,Arapahoe Basin,0.591182364729459,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Zuma Cornice,12241.0,12467.0,226.0,1900.8,,Arapahoe Basin,0.1188973063973064,Ungroomed,10789,9,12504,1715,0.3,0.21,0.44,0.04,0.01,109,178
Assay Hill,8323.0,9091.0,771.0,1.16,Green,Aspen Snowmass,664.6551724137931,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Dawdler,8780.0,9482.0,702.0,5227.2,Green,Aspen Snowmass,0.13429752066115702,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Fanny Hill,8474.0,9019.0,545.0,3907.2,Green,Aspen Snowmass,0.13948607698607698,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Funnel Bypass,8465.0,9780.0,1316.0,1.61,Green,Aspen Snowmass,817.3913043478259,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Lunchline,9423.0,9843.0,423.0,3273.6,Green,Aspen Snowmass,0.12921554252199413,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
New 2,9016.0,9137.0,121.0,1531.1999999999996,Green,Aspen Snowmass,0.07902298850574714,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Nor Way,9131.0,9216.0,85.0,528.0,Green,Aspen Snowmass,0.16098484848484848,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Scooper,8980.0,9537.0,558.0,2692.8,Green,Aspen Snowmass,0.2072192513368984,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Adam's Avenue,8629.0,9849.0,1220.0,1.57,Blue,Aspen Snowmass,777.0700636942674,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Banzai,8891.0,9331.0,440.0,1636.8,Blue,Aspen Snowmass,0.26881720430107525,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Banzai Ridge,9554.0,10591.0,1037.0,4012.8,Blue,Aspen Snowmass,0.2584230462519936,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Bear Bottom,10052.0,11332.0,1280.0,1.05,Blue,Aspen Snowmass,1219.047619047619,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Blue Grouse,8963.0,10095.0,1132.0,4646.4,Blue,Aspen Snowmass,0.2436294765840221,Groomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Bottoms Up,9259.0,9849.0,591.0,2798.4,Blue,Aspen Snowmass,0.21119210977701544,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Bull Run,9767.0,11306.0,1542.0,1.45,Blue,Aspen Snowmass,1063.4482758620688,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Cascade,8842.0,9396.0,554.0,2956.8,Blue,Aspen Snowmass,0.1873647186147186,Groomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Coffee Pot,9091.0,10413.0,1322.0,1.25,Blue,Aspen Snowmass,1057.6,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Coney Glade,9734.0,10180.0,446.0,1584.0,Blue,Aspen Snowmass,0.2815656565656566,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Creekside,8127.0,9754.0,1627.0,1.88,Blue,Aspen Snowmass,865.4255319148938,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Dallas Freeway,10082.0,11844.0,1762.0,1.19,Blue,Aspen Snowmass,1480.6722689075632,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
East Branch,8123.0,8868.0,745.0,1.16,Blue,Aspen Snowmass,642.2413793103449,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Eddy Out,8675.0,9357.0,682.0,4593.6,Blue,Aspen Snowmass,0.14846743295019155,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Funnel,8898.0,9820.0,922.0,4435.2,Blue,Aspen Snowmass,0.2078823953823954,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Granite,9780.0,10358.0,577.0,2692.8,Blue,Aspen Snowmass,0.21427510398098631,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Green Cabin,8904.0,11801.0,2897.0,2.63,Blue,Aspen Snowmass,1101.5209125475283,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Grey Wolf,9895.0,11322.0,1427.0,1.23,Blue,Aspen Snowmass,1160.1626016260166,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Gunner's View,9813.0,11296.0,1483.0,1.41,Blue,Aspen Snowmass,1051.77304964539,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Hal's Hollow,8963.0,9619.0,656.0,2904.0000000000005,Blue,Aspen Snowmass,0.2258953168044077,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Jack Of Hearts,10495.0,10771.0,272.0,950.4,Blue,Aspen Snowmass,0.2861952861952862,Ungroomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
Lodgepole,9603.0,10407.0,804.0,3696.0,Blue,Aspen Snowmass,0.21753246753246755,Groomed,8116,17,12542,4426,0.24,0.42,0.25,0.07,0.03,179,118
