Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Percent Blacks,Percent Blues,Percent Double Blacks,Percent Greens,Percent Terrain Parks,Price,Total Runs,Location
Everkrisp,8307,8517,213,1900,Green,Beaver Creek,0.11,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Ford's Way,8894,9239,344,2428,Green,Beaver Creek,0.14,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Hay Meadow,8215,8465,249,1584,Green,Beaver Creek,0.16,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Holden's Skiway,7917,8238,318,1795,Green,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Intertwine,8123,9557,1434,2,Green,Beaver Creek,717.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lamplighter,9272,9383,115,1267,Green,Beaver Creek,0.09,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Leav The Beav,7507,8114,607,1,Green,Beaver Creek,607.0,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Legacy,8278,8497,217,1584,Green,Beaver Creek,0.14,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Little Brave,7411,8960,1549,1,Green,Beaver Creek,1549.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Gold Dust,8471,8717,246,1161,Green,Beaver Creek,0.21,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Primrose,9121,9856,735,1,Green,Beaver Creek,735.0,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Maverick,8527,9032,505,3273,Green,Beaver Creek,0.15,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Meander,9029,9268,236,2270,Green,Beaver Creek,0.1,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Mystic Island,11178,11368,190,950,Green,Beaver Creek,0.2,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Piece O' Cake,7415,9121,1706,2,Green,Beaver Creek,853.0,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Piney,10630,11273,643,3484,Green,Beaver Creek,0.18,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Powell,10423,11394,968,1,Green,Beaver Creek,968.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Red Buffalo,10610,11401,787,5068,Green,Beaver Creek,0.16,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Rhubarb Skiway,7858,8182,325,3009,Green,Beaver Creek,0.11,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Ridgepoint Skiway,7664,7746,82,1795,Green,Beaver Creek,0.05,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Saddleridge Way,8153,8389,240,3432,Green,Beaver Creek,0.07,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Sawbuck,8117,9429,1312,1,Green,Beaver Creek,1312.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Second Chance,8320,9026,705,4224,Green,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Sheephorn Escape,10407,10600,194,1320,Green,Beaver Creek,0.15,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Sheephorn Skills Zone,10686,11178,492,2692,Green,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Solitaire,8993,9206,213,1161,Green,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Solitude,10801,11398,600,3801,Green,Beaver Creek,0.16,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Stirrup,8114,9413,1296,1,Green,Beaver Creek,1296.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Cabin Fever,8940,9554,617,3590,Green,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Centennial,10725,11394,673,3907,Green,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Via Vito,8806,8950,144,1108,Green,Beaver Creek,0.13,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Wampum Skiway,7841,8343,502,4593,Green,Beaver Creek,0.11,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
1876,8258,8789,535,1531,Blue,Beaver Creek,0.35,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Assay,8356,8973,617,2059,Blue,Beaver Creek,0.3,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Barrel Stave,9564,9941,377,1478,Blue,Beaver Creek,0.26,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bear Trap,8323,9318,991,3854,Blue,Beaver Creek,0.26,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bitterroot,8678,9984,1306,1,Blue,Beaver Creek,1306.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bluebell,8904,9209,305,1584,Blue,Beaver Creek,0.19,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Borders Loop,7992,8675,682,4065,Blue,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Borders Skiway,8553,8862,305,792,Blue,Beaver Creek,0.39,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Borders-Pines-Chateau Skiway,7999,8294,295,1689,Blue,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
C Prime,9797,10203,407,2164,Blue,Beaver Creek,0.19,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Corkscrew,9242,9459,217,950,Blue,Beaver Creek,0.23,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Coyote Glade,8701,9537,837,2956,Blue,Beaver Creek,0.28,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Creekside Skiway,7969,8068,98,1742,Blue,Beaver Creek,0.06,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Cresta,7448,9121,1677,1,Blue,Beaver Creek,1677.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Crossbow,8701,9049,348,1636,Blue,Beaver Creek,0.21,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Dally Alley,8753,8914,164,686,Blue,Beaver Creek,0.24,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Elkhorn Skiway,7989,8481,495,3326,Blue,Beaver Creek,0.15,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Gee,8035,8192,157,490,Blue,Beaver Creek,0.32,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Gold Rush,8796,9117,322,1003,Blue,Beaver Creek,0.32,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Golden Bear,7539,9016,1473,1,Blue,Beaver Creek,1473.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Grubstake,8458,9557,1099,3907,Blue,Beaver Creek,0.28,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Gunder's,8461,9557,1096,4065,Blue,Beaver Creek,0.27,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Haw,8048,8343,295,844,Blue,Beaver Creek,0.35,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Homerun,8166,8671,505,1900,Blue,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Jack Rabbit Alley,10741,11339,597,3484,Blue,Beaver Creek,0.17,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Larkspur,8855,10358,1503,1,Blue,Beaver Creek,1503.0,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Latigo,8688,9957,1273,4910,Blue,Beaver Creek,0.26,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Cabin Fever,8114,8930,817,4118,Blue,Beaver Creek,0.2,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Centennial,8182,9298,1115,4065,Blue,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower President Ford's,8120,8455,335,1478,Blue,Beaver Creek,0.23,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Sheephorn,10151,10269,118,739,Blue,Beaver Creek,0.16,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Stacker,8130,8612,482,2006,Blue,Beaver Creek,0.24,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Wapiti,8110,8386,276,1372,Blue,Beaver Creek,0.2,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Yarrow,9354,9682,328,1478,Blue,Beaver Creek,0.22,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
McCoy's Skiway,7887,9058,1171,4804,Blue,Beaver Creek,0.24,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Mystic Maze,10715,10994,282,1425,Blue,Beaver Creek,0.2,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Overshot,9334,9511,177,1689,Blue,Beaver Creek,0.1,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Oxford Skiway,8068,8130,62,844,Blue,Beaver Creek,0.07,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Paint Brush,8917,9229,312,1689,Blue,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Pow Wow,8560,9121,561,3115,Blue,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Redtail,8878,10213,1335,4857,Blue,Beaver Creek,0.27,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Roughlock,8140,8652,512,2587,Blue,Beaver Creek,0.2,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Settler's Way,7995,8691,696,2640,Blue,Beaver Creek,0.26,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Springtooth,8514,8875,364,1795,Blue,Beaver Creek,0.2,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Stone Creek Meadows,9393,10171,778,3432,Blue,Beaver Creek,0.23,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Gold Dust,8720,9888,1168,4065,Blue,Beaver Creek,0.29,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Primrose,9869,10358,489,5121,Blue,Beaver Creek,0.1,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Wapiti,8734,9121,387,1847,Blue,Beaver Creek,0.21,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper West Fall Road,9931,10210,279,792,Blue,Beaver Creek,0.35,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Harrier,9055,10089,1030,3432,Blue,Beaver Creek,0.3,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Zoom Room,11073,11404,331,2481,Blue,Beaver Creek,0.13,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
4 Get About It,8635,9229,594,1847,Black,Beaver Creek,0.32,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Addy's,9406,10033,623,1689,Black,Beaver Creek,0.37,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bootleg,8392,8901,509,1320,Black,Beaver Creek,0.39,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Buckboard,8176,9104,928,3273,Black,Beaver Creek,0.28,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Cataract,9767,10410,643,1847,Black,Beaver Creek,0.35,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Double Diamond,9442,10167,725,2217,Black,Beaver Creek,0.33,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Flint,7526,7828,302,1108,Black,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Fool's Gold,9088,9488,400,1161,Black,Beaver Creek,0.34,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Helmut's,9327,10213,886,3326,Black,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Keller Glade,9970,10331,361,1003,Black,Beaver Creek,0.36,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Kestral,9472,10089,617,1689,Black,Beaver Creek,0.37,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Loco,9232,10167,935,2376,Black,Beaver Creek,0.39,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Golden Eagle,8904,9682,778,2481,Black,Beaver Creek,0.31,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Goshawk,9324,9829,505,1478,Black,Beaver Creek,0.34,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Harrier,8530,9055,522,1267,Black,Beaver Creek,0.41,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower West Fall Road,9754,9925,171,2745,Black,Beaver Creek,0.06,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lupine,10095,10315,220,435,Black,Beaver Creek,0.51,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Middle Centennial,9314,10725,1411,1,Black,Beaver Creek,1411.0,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Middle Wapiti,8402,8717,315,1003,Black,Beaver Creek,0.31,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Moonshine,8412,9167,751,2587,Black,Beaver Creek,0.29,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
No Name run,10184,10823,640,3590,Black,Beaver Creek,0.18,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
President Ford's,8793,9839,1050,4118,Black,Beaver Creek,0.25,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Ptarmigan,8993,9997,1001,2428,Black,Beaver Creek,0.41,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Raven Ridge,8907,10407,1499,4540,Black,Beaver Creek,0.33,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Ripsaw,9370,10499,1129,4171,Black,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Royal Elk Glade,10174,10623,449,1108,Black,Beaver Creek,0.41,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Ruffed Grouse,9019,10682,1667,4276,Black,Beaver Creek,0.39,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
S.Star,9780,10272,492,1056,Black,Beaver Creek,0.47,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Screech Owl,9685,10696,1010,3748,Black,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Spider,9682,10420,738,2217,Black,Beaver Creek,0.33,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Stacker,8862,9610,748,1847,Black,Beaver Creek,0.4,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Stickline,8704,10075,1371,4593,Black,Beaver Creek,0.3,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Three Tree Gully,9508,10007,499,1900,Black,Beaver Creek,0.26,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Thresher Glade,8737,9787,1053,3907,Black,Beaver Creek,0.27,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Tomahawk,7697,8553,853,3379,Black,Beaver Creek,0.25,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Sheephorn,10279,10673,394,1267,Black,Beaver Creek,0.31,Groomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Yarrow,9685,10246,561,1425,Black,Beaver Creek,0.39,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Web,9531,9961,427,1372,Black,Beaver Creek,0.31,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bald Eagle,9026,10577,1552,3907,Double Black,Beaver Creek,0.4,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Black Bear Glade,9537,9888,348,686,Double Black,Beaver Creek,0.51,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Falcon Park,9052,9905,850,1584,Double Black,Beaver Creek,0.54,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Heads Up,9806,10059,253,1214,Double Black,Beaver Creek,0.21,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Lower Stone Creek,9393,9872,479,3801,Double Black,Beaver Creek,0.13,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Osprey,8950,10135,1184,3326,Double Black,Beaver Creek,0.36,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Peregrine,8865,10991,2126,1,Double Black,Beaver Creek,2126.0,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Golden Eagle,9682,11112,1430,3854,Double Black,Beaver Creek,0.37,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Goshawk,9843,10846,1004,2323,Double Black,Beaver Creek,0.43,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Upper Stone Creek,9882,10846,965,4118,Double Black,Beaver Creek,0.23,Ungroomed,7417,16,11428,4011,26,35,7,31,1,209,144,CO
Bridgeway,9806,9961,157,792,Green,Copper,0.2,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Carefree,9777,10778,1004,1,Green,Copper,1004.0,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Coppertone,10276,11650,1378,1,Green,Copper,1378.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Easy Feelin',9813,10686,873,4593,Green,Copper,0.19,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Easy Road Too,10925,11165,240,2640,Green,Copper,0.09,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Fairway,10141,10505,364,2428,Green,Copper,0.15,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Hidden Vein,9911,10223,312,1584,Green,Copper,0.2,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
High Point,10686,11588,902,1,Green,Copper,902.0,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
I-Way,10640,10748,108,1267,Green,Copper,0.09,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Leap Frog,10039,10394,354,2112,Green,Copper,0.17,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Loverly,9852,10033,180,844,Green,Copper,0.21,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Loverly Lane,10125,10256,128,686,Green,Copper,0.19,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Lower Sluice,11207,11355,148,633,Green,Copper,0.23,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Minor Matter,10476,10682,207,2270,Green,Copper,0.09,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Pitchfork,9754,9813,62,633,Green,Copper,0.1,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Prospector,9856,10279,427,2956,Green,Copper,0.14,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Roundabout,9859,11043,1184,1,Green,Copper,1184.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Scooter,9770,10807,1037,1,Green,Copper,1037.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
See & Ski,10850,10988,138,580,Green,Copper,0.24,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Snowdeal,9813,9993,184,844,Green,Copper,0.22,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Soliloquy,10476,11601,1125,1,Green,Copper,1125.0,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Union Park,11355,11854,499,3484,Green,Copper,0.14,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Vein Glory,9938,10804,863,4329,Green,Copper,0.2,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
West Ten Mile,10131,10827,696,4699,Green,Copper,0.15,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Wheeler Creek,11171,11850,679,3907,Green,Copper,0.17,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Woodwinds,10423,10971,548,2745,Green,Copper,0.2,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Woodwinds Traverse,9954,10472,518,4857,Green,Copper,0.11,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
American Flyer,10479,11407,928,4118,Blue,Copper,0.23,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Andy's Encore,10049,11936,1886,1,Blue,Copper,1886.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Bittersweet,10407,11237,827,3115,Blue,Copper,0.27,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Bouncer,9760,11168,1407,1,Blue,Copper,1407.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Clear Cut,10482,10699,217,1372,Blue,Copper,0.16,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Collage,10056,11929,1873,1,Blue,Copper,1873.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Colorado Blvd,11165,11831,666,4910,Blue,Copper,0.14,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Copperfield,10476,11572,1096,5068,Blue,Copper,0.22,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Copperopolis,11191,11644,453,1636,Blue,Copper,0.28,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Fair Play,10233,11152,919,3220,Blue,Copper,0.29,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Foul Play,10315,10653,341,1267,Blue,Copper,0.27,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Frank's Fave,9764,10046,282,1478,Blue,Copper,0.19,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Home Run,9711,9774,62,580,Blue,Copper,0.11,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
I-Dropper,10581,11119,538,1953,Blue,Copper,0.28,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Jacque's Pique,10650,11388,738,3220,Blue,Copper,0.23,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Liberty,10466,10942,476,2112,Blue,Copper,0.23,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Little Burn,10495,11496,1001,4065,Blue,Copper,0.25,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Main Vein,9764,11237,1473,1,Blue,Copper,1473.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Oh No,10787,11647,860,4276,Blue,Copper,0.2,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Otto Bahn,11493,11867,374,2956,Blue,Copper,0.13,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Ptarmigan,11237,12008,771,2798,Blue,Copper,0.28,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Rhapsody,10866,11122,256,950,Blue,Copper,0.27,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Skid Road,9711,10512,801,1,Blue,Copper,801.0,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Slot Car Track,11325,11529,207,1636,Blue,Copper,0.13,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Tempo,11112,11526,413,1584,Blue,Copper,0.26,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
The Moz,10472,11512,1040,4646,Blue,Copper,0.22,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Timber Ridge,11588,12159,571,2481,Blue,Copper,0.23,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Union Gap,11188,11539,351,1847,Blue,Copper,0.19,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Upper Sluice,11398,11568,171,474,Blue,Copper,0.36,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
West Encore,11257,11542,289,1320,Blue,Copper,0.22,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Windsong,10476,11549,1073,4752,Blue,Copper,0.23,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
17 Glade,10738,11414,676,1900,Black,Copper,0.36,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Alicante,11371,11913,541,1689,Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Bariloche,11880,12274,394,1214,Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Bee Traverse,9708,10115,407,2428,Black,Copper,0.17,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Boardwalk,12169,12303,135,897,Black,Copper,0.15,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Brennan's Grin,11237,11942,705,2534,Black,Copper,0.28,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Cabin Chute,10548,11631,1083,4329,Black,Copper,0.25,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Cache Glades,11024,11365,341,739,Black,Copper,0.46,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
CDL's Trail 20,11280,11995,715,2323,Black,Copper,0.31,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Colman's Retreat,11211,12018,807,3062,Black,Copper,0.26,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Endeavor,11562,12014,453,1161,Black,Copper,0.39,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Far East,9793,11302,1509,4804,Black,Copper,0.31,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Far West,11506,12057,551,1847,Black,Copper,0.3,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Formidable,9820,10892,1073,3115,Black,Copper,0.34,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Gold Digger,11385,11896,512,1742,Black,Copper,0.29,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Golden Crest,11486,12175,689,1742,Black,Copper,0.4,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Hallelujah,11289,11841,551,1742,Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Hallelujah Ridge,11870,12313,440,2059,Black,Copper,0.21,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
