Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Percent Blacks,Percent Blues,Percent Double Blacks,Percent Greens,Percent Terrain Parks,Price,Total Runs,Location
China Spur,9993,10112,121,1478,Blue,Vail,0.08,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Choker Cut Off,9580,9698,118,1425,Blue,Vail,0.08,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Chopstix,10564,11243,679,2798,Blue,Vail,0.24,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Christmas,10151,10774,623,2481,Blue,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Cloud 9,9751,11467,1716,3,Blue,Vail,572.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Columbine,9564,10459,896,4012,Blue,Vail,0.22,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Compromise,9403,9636,233,792,Blue,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Dealer's Choice,9803,10489,689,2481,Blue,Vail,0.28,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Grand Preview,9990,11490,1499,1,Blue,Vail,1499.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Hunky Dory,10548,10935,387,1267,Blue,Vail,0.31,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
In The Wuides,10151,11394,1243,4118,Blue,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Kelly's Toll Road,9577,10118,541,1,Blue,Vail,541.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lodgepole,9308,10492,1184,1,Blue,Vail,1184.0,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lodgepole Gulch,9308,9685,381,1953,Blue,Vail,0.2,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lost Boy Shortcut,9803,10423,620,2745,Blue,Vail,0.23,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lost Boy Shortcut Variant,9803,10377,574,2112,Blue,Vail,0.27,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Riva Ridge,8806,9350,545,2270,Blue,Vail,0.24,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Wildcard,9806,10348,538,2481,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Mid Vail Express,10279,10738,463,2006,Blue,Vail,0.23,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Middle Riva Ridge,9692,9967,276,950,Blue,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Northface Catwalk,9147,9659,515,4857,Blue,Vail,0.11,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Northwoods,9741,10968,1227,4804,Blue,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Poppyfields,9816,10518,702,5121,Blue,Vail,0.14,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Poppyfields East,10371,11332,965,4329,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ramshorn,10482,11250,768,3484,Blue,Vail,0.22,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ranger Racoon's Escape,9127,9265,138,528,Blue,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Riva Catwalk,8212,8763,551,3854,Blue,Vail,0.14,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ruder's Run,8396,9390,994,4012,Blue,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Showboat,9774,10961,1188,4171,Blue,Vail,0.28,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Silk Road,9813,11460,1644,2,Blue,Vail,822.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Simba,8291,10325,2034,1,Blue,Vail,2034.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Simba Variant,9938,10318,381,2587,Blue,Vail,0.15,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Skid Road,9285,9692,407,3960,Blue,Vail,0.1,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Sleepytime,9583,11178,1598,3,Blue,Vail,532.67,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Slifer Express,10335,10938,600,1953,Blue,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Snag Park,10499,10853,354,1584,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Spruce Face,9856,10079,223,844,Blue,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Sun Up Bowl,10282,10866,581,1372,Blue,Vail,0.42,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Tea Cup Bowl,10069,10400,331,1003,Blue,Vail,0.33,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Star,10066,11093,1027,3220,Blue,Vail,0.32,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Woods,10131,10817,686,1953,Blue,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Berries,10135,10545,410,1900,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Pickeroon,10138,10728,594,2745,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Preserve,8681,9196,512,2376,Blue,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Safari,8875,9610,735,2745,Blue,Vail,0.27,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Whippersnapper,8835,9350,515,2376,Blue,Vail,0.22,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Whippersnapper Second Choice,9170,9373,200,792,Blue,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Whiskey Jack,10630,11237,607,3537,Blue,Vail,0.17,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Whistle Pig,10154,11250,1096,4540,Blue,Vail,0.24,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Whistle Pig Variant,10604,11138,535,2059,Blue,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
38,8245,8556,315,739,Black,Vail,0.43,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Apres Vous,9921,11102,1178,4224,Black,Vail,0.28,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Blue Ox,9619,10965,1345,4540,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Bolshoi Ballroom,10184,11450,1266,3907,Black,Vail,0.32,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Bolshoi Ballroom #2,11066,11148,79,1425,Black,Vail,0.06,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Cady's Cafe,9413,10085,673,2428,Black,Vail,0.28,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Campbell's,10210,10912,699,1900,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Challenge,10223,10571,351,1056,Black,Vail,0.33,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Champagne Glade,10151,11450,1299,4646,Black,Vail,0.28,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Cheetah Gully,8327,9127,801,2640,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Chicken Yard,9754,10778,1020,2217,Black,Vail,0.46,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Cookshack,9790,10121,328,897,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Cow's Face,10020,10866,846,2164,Black,Vail,0.39,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Deuces Wild,10394,10801,407,1056,Black,Vail,0.39,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Dragon's Teeth,10459,11220,761,2428,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Emperor's Choice,10108,11237,1129,4065,Black,Vail,0.28,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Encore,9678,10643,965,2956,Black,Vail,0.33,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Faro,10246,10755,509,1267,Black,Vail,0.4,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
First Step,10823,11073,246,897,Black,Vail,0.27,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Forever,9843,11194,1352,4012,Black,Vail,0.34,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Gandy Dancer,9711,10935,1224,4646,Black,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Gandy Dancer Variant,9977,10623,650,2164,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Genghis Kahn,10089,11122,1030,2376,Black,Vail,0.43,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Genghis Kahn Variant,10075,11234,1158,3484,Black,Vail,0.33,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Giant Steps,8589,9206,617,1953,Black,Vail,0.32,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Golden Peak Race,8251,9370,1119,4488,Black,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Gorky Park,10174,11181,1004,3907,Black,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Hairbag Alley,9783,10479,699,2798,Black,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Head First,8238,8468,230,528,Black,Vail,0.44,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Headwall,10230,10961,732,1584,Black,Vail,0.46,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Headwall Ridge,11089,11217,128,4593,Black,Vail,0.03,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Heavy Metal,10036,10784,748,2587,Black,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
High Noon,9400,11247,1847,1,Black,Vail,1847.0,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Hornsilver,10558,11430,873,2851,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Inner Mongolia Bowl,10262,11444,1181,4065,Black,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Iron Mask,10223,11106,883,2904,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Jade Glade,10410,11224,817,2006,Black,Vail,0.41,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Kangaroo Cornice,10456,10978,522,2534,Black,Vail,0.21,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Klickity Klack,9337,9596,262,580,Black,Vail,0.45,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ledges,9183,9583,400,1214,Black,Vail,0.33,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lindsey's,8510,9206,696,2217,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Little Ollie,10089,10823,735,2376,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Log Chute,9288,9603,312,739,Black,Vail,0.42,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Look Ma,10207,10512,305,897,Black,Vail,0.34,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lover's Leap,10377,11322,945,3273,Black,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Berries,9724,10121,397,1478,Black,Vail,0.27,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Pickeroon,9754,10135,381,1214,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Preserve,8314,8678,364,1161,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Lower Safari,8323,8868,545,1478,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Marmot Valley,9590,10049,459,2112,Black,Vail,0.22,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Middle Simba,8635,8986,351,950,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Milt's Face,10285,11047,761,1636,Black,Vail,0.47,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Minnie's,9124,9646,522,1531,Black,Vail,0.34,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Morning Side Ridge,10161,10896,735,1584,Black,Vail,0.46,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Morning Thunder,10112,10512,400,1161,Black,Vail,0.34,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Mountain Glade,10151,10922,771,2112,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
N. Rim,10791,11158,367,1056,Black,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Never,9669,10689,1024,3590,Black,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Northstar,9728,10968,1237,4963,Black,Vail,0.25,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
O.S.,9403,10663,1260,1,Black,Vail,1260.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Old 9 Line,9124,9616,489,1425,Black,Vail,0.34,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Orient Express,10108,11234,1125,4646,Black,Vail,0.24,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Outer Mongolia Bowl,10515,11339,823,3326,Black,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ouzo,10115,10705,591,1425,Black,Vail,0.41,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ouzo Glade,9934,10673,738,1847,Black,Vail,0.4,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Over Yonder,10135,10745,610,1531,Black,Vail,0.4,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Pepi's Face,8238,8432,190,430,Black,Vail,0.44,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Poppyfields West,10686,11207,522,1847,Black,Vail,0.28,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Powerline Glade,10676,11188,512,2217,Black,Vail,0.23,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Pronto,9675,9957,282,897,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ptarmigan Ridge,10682,10961,279,3537,Black,Vail,0.08,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Rasputin's Revenge,10174,11037,863,2164,Black,Vail,0.4,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Red Square,10541,11047,505,2112,Black,Vail,0.24,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Red Zinger,10118,10778,659,1900,Black,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Resolution,10643,11463,820,3643,Black,Vail,0.23,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Ricky's Ridge,9948,10846,902,2270,Black,Vail,0.4,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Riva Glade,9954,10653,702,1900,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Roger's Run,9731,10689,955,2745,Black,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
S. Look Ma,10171,10499,328,1320,Black,Vail,0.25,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
S. Rim,10656,11181,525,1742,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Seldom,9800,10850,1050,2956,Black,Vail,0.36,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Shangri-La,9934,11375,1444,1,Black,Vail,1444.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Shangri-La Glade,9990,10584,594,2217,Black,Vail,0.27,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Skree Field,10551,11224,676,2640,Black,Vail,0.26,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Steep & Deep,10699,11342,643,2164,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Straight Shot,10272,10853,581,1372,Black,Vail,0.42,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Sun Up Catwalk,9396,10128,732,4488,Black,Vail,0.16,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Sundown Catwalk,9396,10246,846,4329,Black,Vail,0.2,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Sweet N Sour,9823,10787,965,3115,Black,Vail,0.31,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Divide,9646,11463,1818,1,Black,Vail,1818.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Skipper,10564,10883,322,1108,Black,Vail,0.29,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Slot,10217,11073,856,2428,Black,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Tourist Trap,9367,9682,315,739,Black,Vail,0.43,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Riva Ridge,9974,10751,778,2428,Black,Vail,0.32,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Wildcard #1,10338,10883,545,1478,Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Upper Wildcard #2,10351,10945,594,1531,Black,Vail,0.39,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Widge's,9997,10889,892,2323,Black,Vail,0.38,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Windows,10085,10699,614,1372,Black,Vail,0.45,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Windows Pines,10682,11247,564,2692,Black,Vail,0.21,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Windows Road,10886,11155,272,2587,Black,Vail,0.11,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Wow,9865,11207,1342,3484,Black,Vail,0.39,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Yonder,10180,11230,1053,3537,Black,Vail,0.3,Groomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Yonder Gully,10207,10709,502,1689,Black,Vail,0.3,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Zot,10489,11047,554,1531,Black,Vail,0.36,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Frontside Chutes,8652,9026,374,1161,Double Black,Vail,0.32,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Highline,9377,11033,1657,1,Double Black,Vail,1657.0,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Mudslide,8717,9144,427,633,Double Black,Vail,0.67,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Prima,9173,10778,1604,4646,Double Black,Vail,0.35,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Prima Cornice,9967,10705,738,1478,Double Black,Vail,0.5,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Pump House,9334,9724,390,1056,Double Black,Vail,0.37,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
The Narrows,8796,9229,433,1108,Double Black,Vail,0.39,Ungroomed,8052,29,11564,3512,52,29,3,14,1,209,201,CO
Allan Phipps,9472,10026,554,2956,Green,Winter Park,0.19,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Big Valley,9557,9902,344,4118,Green,Winter Park,0.08,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Bill Wilson Way,9442,9567,125,1267,Green,Winter Park,0.1,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Bobcat,9416,9488,72,580,Green,Winter Park,0.12,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Corridor,9124,9423,299,3484,Green,Winter Park,0.09,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Dormouse,10472,10804,331,2534,Green,Winter Park,0.13,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Easy Way,9508,9757,246,3168,Green,Winter Park,0.08,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Gunbarrel,10466,10686,220,2059,Green,Winter Park,0.11,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Hi-Lonesome Trail,10548,11204,656,5068,Green,Winter Park,0.13,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Hobo Alley,10922,11083,161,1003,Green,Winter Park,0.16,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Hookup,10538,10804,269,1795,Green,Winter Park,0.15,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Jack Kendrick,9475,10144,669,4382,Green,Winter Park,0.15,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower Parkway,9098,9370,272,1900,Green,Winter Park,0.14,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower Village Way,9098,11073,1975,3,Green,Winter Park,658.33,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower White Rabbit,9724,10164,436,2798,Green,Winter Park,0.16,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Mad Tea Party,9888,10056,171,1108,Green,Winter Park,0.15,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Marmot Flats,9416,9573,157,1795,Green,Winter Park,0.09,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Mock Turtle,9724,9977,253,2481,Green,Winter Park,0.1,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Moose Walow,9396,9498,102,1003,Green,Winter Park,0.1,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Olympia Spur,10886,11086,200,1372,Green,Winter Park,0.15,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Porcupine,9390,9524,135,1267,Green,Winter Park,0.11,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Shoo Fly,9459,9593,135,1425,Green,Winter Park,0.09,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Ski Papa,9446,9580,138,1847,Green,Winter Park,0.07,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Switchyard,10846,11198,351,2217,Green,Winter Park,0.16,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Tie Siding,9462,9577,115,1161,Green,Winter Park,0.1,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Tin Horn,9662,9777,115,897,Green,Winter Park,0.13,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
To Village Way,9308,9377,69,950,Green,Winter Park,0.07,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Turnpike,9094,9452,361,3854,Green,Winter Park,0.09,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Upper Lonesome Whistle,10456,11089,630,1,Green,Winter Park,630.0,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Upper March Hare,10141,10636,499,2534,Green,Winter Park,0.2,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Upper Parkway,9370,9711,338,2587,Green,Winter Park,0.13,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Vista Dome,10056,10157,102,580,Green,Winter Park,0.18,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Wagon Train,9495,9695,200,2587,Green,Winter Park,0.08,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Whistlestop,10449,11201,755,1,Green,Winter Park,755.0,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Bellmar Bowl,10922,11037,115,686,Blue,Winter Park,0.17,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Bluebell,10371,11214,843,4435,Blue,Winter Park,0.19,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Buckaroo,9656,10249,597,4276,Blue,Winter Park,0.14,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Butch's Breezeway,9501,10112,610,2956,Blue,Winter Park,0.21,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Corona Way,9590,10312,722,1,Blue,Winter Park,722.0,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Cranmer,9472,10659,1188,1,Blue,Winter Park,1188.0,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Dilly Dally Valley,9895,10066,167,1372,Blue,Winter Park,0.12,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Edelweiss,10354,11204,846,1,Blue,Winter Park,846.0,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Forever Eva,10512,11102,591,1953,Blue,Winter Park,0.3,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Forever Eva Variant,10443,11089,646,2270,Blue,Winter Park,0.28,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Forgot Me Not,10945,11975,1030,4171,Blue,Winter Park,0.25,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Jabberwocky,9869,10679,810,4276,Blue,Winter Park,0.19,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Juniper,10948,11834,886,3432,Blue,Winter Park,0.26,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Larry Sale,9091,9669,581,2428,Blue,Winter Park,0.24,Groomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower Arrowhead Loop,9577,10486,909,3115,Blue,Winter Park,0.29,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower Lonesome Whistle,9816,10449,636,4540,Blue,Winter Park,0.14,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
Lower March Hare,9902,10135,230,1056,Blue,Winter Park,0.22,Ungroomed,9091,25,11988,2897,49,20,5,20,6,139,171,CO
